# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQG3rel04_contig_1	cds	1	1524	+	pQG3rel04_00005	dnaB	replicative DNA helicase	SO:0001217, UniRef:UniRef50_A0A522M6A2, UniRef:UniRef90_A0A1E4WYE3
pQG3rel04_contig_1	cds	1597	2991	+	pQG3rel04_00010	dnaB	replicative DNA helicase	COG:COG0305, COG:L, RefSeq:WP_253512320.1, SO:0001217, UniParc:UPI0020A0C111, UniRef:UniRef100_UPI0020A0C111, UniRef:UniRef50_A0A0H3YZB3, UniRef:UniRef90_C3KE71
pQG3rel04_contig_1	cds	3130	3633	-	pQG3rel04_00015		Phage protein	RefSeq:WP_253512324.1, SO:0001217, UniParc:UPI0020A1A65C, UniRef:UniRef100_UPI0020A1A65C, UniRef:UniRef50_A0A0G4E663, UniRef:UniRef90_A0A0G4E663
pQG3rel04_contig_1	cds	3643	3879	-	pQG3rel04_00020		Phage protein	SO:0001217, UniRef:UniRef50_A0A0G4E606, UniRef:UniRef90_A0A0G4E606
pQG3rel04_contig_1	cds	3954	4268	-	pQG3rel04_00025		hypothetical protein	RefSeq:WP_253512327.1, SO:0001217, UniParc:UPI00209F3701, UniRef:UniRef100_UPI00209F3701, UniRef:UniRef50_UPI00209F3701, UniRef:UniRef90_UPI00209F3701
pQG3rel04_contig_1	cds	4283	4450	-	pQG3rel04_00030		hypothetical protein	RefSeq:WP_253512330.1, SO:0001217, UniParc:UPI00209DC14A, UniRef:UniRef100_UPI00209DC14A, UniRef:UniRef50_UPI00159195B3, UniRef:UniRef90_UPI00209DC14A
pQG3rel04_contig_1	cds	4568	4855	-	pQG3rel04_00035		DUF2218 domain-containing protein	RefSeq:WP_253512333.1, SO:0001217, UniParc:UPI00209D7D98, UniRef:UniRef100_UPI00209D7D98, UniRef:UniRef50_A0A7Y1FCB5, UniRef:UniRef90_UPI00209D7D98
pQG3rel04_contig_1	cds	4950	5258	-	pQG3rel04_00040		hypothetical protein	RefSeq:WP_253512336.1, SO:0001217, UniParc:UPI0020A1E5EE, UniRef:UniRef100_UPI0020A1E5EE, UniRef:UniRef50_UPI0020A1E5EE, UniRef:UniRef90_UPI0020A1E5EE
pQG3rel04_contig_1	cds	5274	5444	-	pQG3rel04_00045		Phage protein	RefSeq:WP_253512341.1, SO:0001217, UniParc:UPI00209DF805, UniRef:UniRef100_UPI00209DF805, UniRef:UniRef50_A0A1I0LIU2, UniRef:UniRef90_UPI00209DF805
pQG3rel04_contig_1	cds	5454	5906	-	pQG3rel04_00050		DUF3700 domain-containing protein	RefSeq:WP_253512344.1, SO:0001217, UniParc:UPI00209D6E78, UniRef:UniRef100_UPI00209D6E78, UniRef:UniRef50_A0A3M5LJA4, UniRef:UniRef90_UPI00209D6E78
pQG3rel04_contig_1	cds	5917	6702	-	pQG3rel04_00055		HEPN domain-containing protein	RefSeq:WP_253512347.1, SO:0001217, UniParc:UPI00209E35E9, UniRef:UniRef100_UPI00209E35E9, UniRef:UniRef50_A0A830YLP9, UniRef:UniRef90_A0A3G7U0T5
pQG3rel04_contig_1	cds	6713	6967	-	pQG3rel04_00060		DUF3562 domain-containing protein	RefSeq:WP_253512350.1, SO:0001217, UniParc:UPI00209CDC0D, UniRef:UniRef100_UPI00209CDC0D, UniRef:UniRef50_A0A0P9RUR4, UniRef:UniRef90_UPI00209CDC0D
pQG3rel04_contig_1	cds	7067	7219	-	pQG3rel04_00065		hypothetical protein	
pQG3rel04_contig_1	cds	7316	7504	-	pQG3rel04_00070		TFIIS-type domain-containing protein	SO:0001217, UniRef:UniRef50_F9RGA8
pQG3rel04_contig_1	cds	7597	7842	-	pQG3rel04_00075	murJ	Lipid II flippase MurJ	RefSeq:WP_253512353.1, SO:0001217, UniParc:UPI0020A0D477, UniRef:UniRef100_UPI0020A0D477, UniRef:UniRef50_A0A509J6U1, UniRef:UniRef90_UPI0020A0D477
pQG3rel04_contig_1	cds	7943	8122	-	pQG3rel04_00080		Conserved domain protein	RefSeq:WP_253512356.1, SO:0001217, UniParc:UPI0020A04D4C, UniRef:UniRef100_UPI0020A04D4C, UniRef:UniRef50_A0A1E4X011, UniRef:UniRef90_UPI0020A04D4C
pQG3rel04_contig_1	cds	8141	8377	-	pQG3rel04_00085		Bacteriophage holin family HP1	RefSeq:WP_253512358.1, SO:0001217, UniParc:UPI0020A16E1C, UniRef:UniRef100_UPI0020A16E1C, UniRef:UniRef50_R4ITP8, UniRef:UniRef90_UPI0006D88BFF
pQG3rel04_contig_1	cds	8810	9172	-	pQG3rel04_00090		Phage tail protein	RefSeq:WP_253512360.1, SO:0001217, UniParc:UPI00209F7E9B, UniRef:UniRef100_UPI00209F7E9B, UniRef:UniRef50_A0A2N8R968, UniRef:UniRef90_A0A263NLX8
pQG3rel04_contig_1	cds	9231	9656	-	pQG3rel04_00095		Transmembrane protein	RefSeq:WP_253512362.1, SO:0001217, UniParc:UPI0020A1F43A, UniRef:UniRef100_UPI0020A1F43A, UniRef:UniRef50_A0A0G4E5F3, UniRef:UniRef90_UPI0020A1F43A
pQG3rel04_contig_1	cds	9694	9891	-	pQG3rel04_00100		Beta-ketoadipyl CoA thiolase	RefSeq:WP_253512364.1, SO:0001217, UniParc:UPI00209F655F, UniRef:UniRef100_UPI00209F655F, UniRef:UniRef50_A0A1G5YT46, UniRef:UniRef90_UPI00209F655F
pQG3rel04_contig_1	cds	9945	10580	-	pQG3rel04_00105		SOS response-associated peptidase family protein	RefSeq:WP_253512366.1, SO:0001217, UniParc:UPI00209E05FD, UniRef:UniRef100_UPI00209E05FD, UniRef:UniRef50_A0A1G6PTJ5, UniRef:UniRef90_UPI00209E05FD
pQG3rel04_contig_1	cds	10609	11907	-	pQG3rel04_00110		DNA polymerase IV	RefSeq:WP_253512370.1, SO:0001217, UniParc:UPI00209C9B7C, UniRef:UniRef100_UPI00209C9B7C, UniRef:UniRef50_A0A109KT76, UniRef:UniRef90_A0A109KT76
