#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR57_contig_1	16425	16994	+	PQBR57_00135	20.4	8.6		SO:0001217, UniRef:UniRef50_UPI0018675808, UniRef:UniRef90_UPI0018675808
pQBR57_contig_1	18321	18689	+	PQBR57_00150	12.7	8.6		
pQBR57_contig_1	20146	20364	+	PQBR57_00170	8.4	10.5		
pQBR57_contig_1	49439	49537	+	PQBR57_00290	3.6	8.4		
pQBR57_contig_1	93960	94199	+	PQBR57_00495	9.0	5.7		
pQBR57_contig_1	113102	113287	-	PQBR57_00600	7.0	5.1		
pQBR57_contig_1	120516	120734	-	PQBR57_00640	7.7	10.8		
pQBR57_contig_1	127630	127899	-	PQBR57_00680	9.6	4.3		
pQBR57_contig_1	139697	139981	+	PQBR57_00770	10.5	4.8		RefSeq:WP_192963310.1, SO:0001217, UniParc:UPI001867A904, UniRef:UniRef100_UPI001867A904, UniRef:UniRef50_UPI001867A904, UniRef:UniRef90_UPI001867A904
pQBR57_contig_1	201997	202398	+	PQBR57_01140	14.2	6.4		
pQBR57_contig_1	207182	207448	+	PQBR57_01170	10.4	6.1		RefSeq:WP_192963381.1, SO:0001217, UniParc:UPI0006557034, UniRef:UniRef100_A0A0G4E4U7, UniRef:UniRef50_A0A0G4E4U7, UniRef:UniRef90_A0A0G4E4U7
pQBR57_contig_1	233708	233935	+	PQBR57_01375	8.3	9.7		RefSeq:WP_192963417.1, SO:0001217, UniParc:UPI001868CA40, UniRef:UniRef100_UPI001868CA40, UniRef:UniRef50_UPI001868CA40, UniRef:UniRef90_UPI001868CA40
pQBR57_contig_1	246591	246824	-	PQBR57_01495	8.5	7.8		RefSeq:WP_192963439.1, SO:0001217, UniParc:UPI0018695D22, UniRef:UniRef100_UPI0018695D22, UniRef:UniRef50_UPI0018695D22, UniRef:UniRef90_UPI0018695D22
pQBR57_contig_1	253688	253918	-	PQBR57_01555	8.0	9.7		
pQBR57_contig_1	254581	254829	+	PQBR57_01570	9.6	9.7		
pQBR57_contig_1	255666	255926	+	PQBR57_01580	9.4	10.8		
pQBR57_contig_1	263983	264087	-	PQBR57_01655	3.5	8.5		
pQBR57_contig_1	264490	264657	-	PQBR57_01665	6.1	4.4		
pQBR57_contig_1	274857	275381	-	PQBR57_01755	18.4	6.7		
pQBR57_contig_1	281095	281430	+	PQBR57_01815	12.0	5.1		RefSeq:WP_192963494.1, SO:0001217, UniParc:UPI0018663920, UniRef:UniRef100_UPI0018663920, UniRef:UniRef50_UPI0018663920, UniRef:UniRef90_UPI0018663920
pQBR57_contig_1	285003	285140	+	PQBR57_01845	4.8	11.0		
pQBR57_contig_1	304757	305437	-	PQBR57_01975	24.8	11.1		
