#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG4rel01_contig_1	4200	4346	+	pQG4rel01_00025	5.4	10.6		
pQG4rel01_contig_1	15384	15695	+	pQG4rel01_00125	10.6	4.6		
pQG4rel01_contig_1	44426	44596	+	pQG4rel01_00255	6.2	6.0		
pQG4rel01_contig_1	48227	48832	+	pQG4rel01_00275	22.0	10.0		
pQG4rel01_contig_1	49242	49340	+	pQG4rel01_00285	3.5	8.3		
pQG4rel01_contig_1	71371	72375	+	pQG4rel01_00400	35.7	8.6	PF07963.15|N_methyl	PFAM:PF07963.15
pQG4rel01_contig_1	80771	81250	-	pQG4rel01_00445	18.4	4.7		
pQG4rel01_contig_1	109234	109434	-	pQG4rel01_00565	7.8	5.3		
pQG4rel01_contig_1	116661	117074	+	pQG4rel01_00600	14.1	5.6		
pQG4rel01_contig_1	117859	118074	-	pQG4rel01_00615	7.4	12.0		
pQG4rel01_contig_1	121383	121877	-	pQG4rel01_00630	17.9	6.3		
pQG4rel01_contig_1	121928	122308	-	pQG4rel01_00635	13.8	5.7		
pQG4rel01_contig_1	122501	122884	-	pQG4rel01_00645	13.7	9.2		
pQG4rel01_contig_1	126748	127134	+	pQG4rel01_00670	14.4	9.6		
pQG4rel01_contig_1	132447	133571	+	pQG4rel01_00700	38.8	6.7	PF07963.15|N_methyl	PFAM:PF07963.15
pQG4rel01_contig_1	135712	136797	+	pQG4rel01_00710	38.7	7.5	PF07963.15|N_methyl	PFAM:PF07963.15
pQG4rel01_contig_1	142893	143108	-	pQG4rel01_00765	7.6	4.3		
pQG4rel01_contig_1	146787	147089	-	pQG4rel01_00785	11.6	6.6		
pQG4rel01_contig_1	147117	147527	-	pQG4rel01_00790	14.7	5.6		
pQG4rel01_contig_1	147748	148095	+	pQG4rel01_00795	13.0	4.9		
pQG4rel01_contig_1	150966	151205	-	pQG4rel01_00815	9.1	5.1		
pQG4rel01_contig_1	158506	158835	-	pQG4rel01_00850	12.3	4.6		
pQG4rel01_contig_1	167616	167987	-	pQG4rel01_00910	13.6	5.0		
pQG4rel01_contig_1	208070	208339	+	pQG4rel01_01125	10.0	7.0		
pQG4rel01_contig_1	208947	209165	+	pQG4rel01_01135	7.8	7.8		
pQG4rel01_contig_1	212078	212341	+	pQG4rel01_01165	8.7	9.6		
pQG4rel01_contig_1	212296	212640	-	pQG4rel01_01170	12.5	9.7		
pQG4rel01_contig_1	213368	213835	+	pQG4rel01_01180	17.5	4.4		
pQG4rel01_contig_1	215602	215877	+	pQG4rel01_01195	9.7	5.0		
pQG4rel01_contig_1	217962	218351	-	pQG4rel01_01215	14.2	5.3		
