# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQG4rel01_contig_1	cds	1	1167	+	pQG4rel01_00005	trfA	TrfA	SO:0001217, UniRef:UniRef50_A0A0G4E452, UniRef:UniRef90_A0A7V8J421
pQG4rel01_contig_1	cds	1177	1641	-	pQG4rel01_00010		DUF882 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V8J432, UniRef:UniRef90_A0A7V8J432
pQG4rel01_contig_1	cds	2158	3663	+	pQG4rel01_00015		DNA (cytosine-5-)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A2E7E530, UniRef:UniRef90_A0A7V8EFU8
pQG4rel01_contig_1	cds	3802	4044	+	pQG4rel01_00020		TonB-dependent receptor	SO:0001217, UniRef:UniRef50_A0A7V8EGX7
pQG4rel01_contig_1	cds	4200	4346	+	pQG4rel01_00025		hypothetical protein	
pQG4rel01_contig_1	cds	4539	4778	+	pQG4rel01_00030	ompA	OmpA family protein	SO:0001217, UniRef:UniRef50_A0A1X1A5P1
pQG4rel01_contig_1	cds	4817	5104	+	pQG4rel01_00035		Monooxygenase	SO:0001217, UniRef:UniRef50_A0A0Q6Z6E8
pQG4rel01_contig_1	cds	5239	5487	+	pQG4rel01_00040		Secreted protein	SO:0001217, UniRef:UniRef50_A0A0Q6ZDQ9
pQG4rel01_contig_1	cds	5498	6025	+	pQG4rel01_00045		DUF4375 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1L7NNM6
pQG4rel01_contig_1	cds	6242	6511	+	pQG4rel01_00050		YesK-like protein	SO:0001217, UniRef:UniRef50_A0A7V8EG51
pQG4rel01_contig_1	cds	6613	7050	+	pQG4rel01_00055		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0G4E3Z3
pQG4rel01_contig_1	cds	7412	8059	+	pQG4rel01_00060		Integrase	SO:0001217, UniRef:UniRef50_A0A1L7NNP9
pQG4rel01_contig_1	cds	8031	9185	+	pQG4rel01_00065		Carboxypeptidase regulatory-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q6ZA80, UniRef:UniRef90_A0A7V8EFS9
pQG4rel01_contig_1	cds	9260	9865	+	pQG4rel01_00070		ADPrib-exo-Tox domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V8J420
pQG4rel01_contig_1	cds	9982	10257	+	pQG4rel01_00075		Transposase	SO:0001217, UniRef:UniRef50_A0A0G4E3Y9
pQG4rel01_contig_1	cds	10326	11414	+	pQG4rel01_00080		Sel1 repeat family protein	SO:0001217, UniRef:UniRef50_A0A6I1NTI8
pQG4rel01_contig_1	cds	11472	11843	+	pQG4rel01_00085		Response regulator	SO:0001217, UniRef:UniRef50_A0A6I1WZ34, UniRef:UniRef90_A0A7V8J3V3
pQG4rel01_contig_1	cds	11849	12433	+	pQG4rel01_00090		MATH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1L7NNM2
pQG4rel01_contig_1	cds	12503	12853	+	pQG4rel01_00095		Vta1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V8EFV8
pQG4rel01_contig_1	cds	12974	13606	+	pQG4rel01_00100		F420-0--gamma-glutamyl ligase	SO:0001217, UniRef:UniRef50_A0A7V8EGY4
pQG4rel01_contig_1	cds	13606	13974	+	pQG4rel01_00105		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A259NDB3
pQG4rel01_contig_1	cds	13980	14180	+	pQG4rel01_00110		Adenine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A1L7NNL8
pQG4rel01_contig_1	cds	14339	14740	+	pQG4rel01_00115		CMP/dCMP-type deaminase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I1NJC3
pQG4rel01_contig_1	cds	14804	15337	+	pQG4rel01_00120		DUF641 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7X2BNT6
pQG4rel01_contig_1	cds	15384	15695	+	pQG4rel01_00125		hypothetical protein	
pQG4rel01_contig_1	cds	15770	16246	+	pQG4rel01_00130		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_A0A7V8EG59
pQG4rel01_contig_1	cds	16705	17133	+	pQG4rel01_00135		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0Q6Z6D9
pQG4rel01_contig_1	cds	17172	17447	-	pQG4rel01_00140		Protein kinase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V8EFY1
pQG4rel01_contig_1	cds	17578	17958	+	pQG4rel01_00145		Response regulatory domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1L7NNL2
pQG4rel01_contig_1	cds	17958	18596	+	pQG4rel01_00150		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A1L7NNK9, UniRef:UniRef90_A0A7V8EFT8
pQG4rel01_contig_1	cds	18593	18928	+	pQG4rel01_00155		Fe-S oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0Q6ZDQ0
pQG4rel01_contig_1	cds	18937	19401	+	pQG4rel01_00160		Alpha-galactosidase	SO:0001217, UniRef:UniRef50_A0A1L7NNL1, UniRef:UniRef90_A0A7V8J3Z1
