# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQBR28_contig_1	cds	1	1524	+	PQBR28_00005	dnaB	replicative DNA helicase	SO:0001217, UniRef:UniRef50_A0A522M6A2, UniRef:UniRef90_A0A1E4WYE3
pQBR28_contig_1	cds	1598	2992	+	PQBR28_00010	dnaB	replicative DNA helicase	COG:COG0305, COG:L, SO:0001217, UniRef:UniRef50_A0A0H3YZB3, UniRef:UniRef90_A0A7X2RT33
pQBR28_contig_1	cds	3077	3301	-	PQBR28_00015	vbhA	VbhA domain-containing protein	RefSeq:WP_176456040.1, SO:0001217, UniParc:UPI00065554B3, UniRef:UniRef100_A0A0G4E5F5, UniRef:UniRef50_A0A0E3B9Q4, UniRef:UniRef90_A0A0G4E5F5
pQBR28_contig_1	cds	3395	3685	-	PQBR28_00020		tRNA-synt-2c domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G4E5E1, UniRef:UniRef90_A0A0G4E5E1
pQBR28_contig_1	cds	3866	4369	-	PQBR28_00025		Phage protein	SO:0001217, UniRef:UniRef50_A0A0G4E663, UniRef:UniRef90_A0A0G4E663
pQBR28_contig_1	cds	4380	4616	-	PQBR28_00030		Phage protein	RefSeq:WP_192959839.1, SO:0001217, UniParc:UPI00065578D4, UniRef:UniRef100_A0A0G4E606, UniRef:UniRef50_A0A0G4E606, UniRef:UniRef90_A0A0G4E606
pQBR28_contig_1	cds	4745	5065	-	PQBR28_00035		Iron ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A0G4E5L4, UniRef:UniRef90_A0A0G4E5L4
pQBR28_contig_1	cds	5106	5432	-	PQBR28_00040		Na-Ca-ex domain-containing protein	SO:0001217, UniRef:UniRef50_A0A161XFB3, UniRef:UniRef90_A0A7Y1ADF0
pQBR28_contig_1	cds	5482	5646	-	PQBR28_00045	ccmD	CcmD family protein	SO:0001217, UniParc:UPI0006551CE2, UniRef:UniRef100_A0A0G4E667, UniRef:UniRef50_A0A0G4E667, UniRef:UniRef90_A0A0G4E667
pQBR28_contig_1	cds	5871	6248	-	PQBR28_00050		Phage holin, lambda family	SO:0001217, UniRef:UniRef50_A0A1E4WXC0, UniRef:UniRef90_A0A1E4WXC0
pQBR28_contig_1	cds	6488	7540	-	PQBR28_00055		hypothetical protein	
