#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR102_contig_1	16425	16994	+	PQBR102_00135	20.4	8.6		SO:0001217, UniRef:UniRef50_UPI0018675808, UniRef:UniRef90_UPI0018675808
pQBR102_contig_1	18321	18689	+	PQBR102_00150	12.7	8.6		
pQBR102_contig_1	20146	20364	+	PQBR102_00170	8.4	10.5		
pQBR102_contig_1	49439	49537	+	PQBR102_00290	3.6	8.4		
pQBR102_contig_1	93960	94199	+	PQBR102_00495	9.0	5.7		
pQBR102_contig_1	96555	97073	+	PQBR102_00515	19.8	9.6		
pQBR102_contig_1	128445	128630	-	PQBR102_00680	7.0	5.1		
pQBR102_contig_1	135547	135981	+	PQBR102_00715	15.4	7.8		
pQBR102_contig_1	136301	136519	-	PQBR102_00725	7.7	11.5		
pQBR102_contig_1	143415	143684	-	PQBR102_00765	9.6	4.3		
pQBR102_contig_1	144570	145025	-	PQBR102_00775	16.2	9.2		
pQBR102_contig_1	157752	158396	-	PQBR102_00870	23.9	5.4	PF18406.4|DUF1281_C	PFAM:PF18406.4
pQBR102_contig_1	219729	219980	+	PQBR102_01230	8.8	5.8		
pQBR102_contig_1	224868	225134	+	PQBR102_01260	10.4	6.7		SO:0001217, UniRef:UniRef50_A0A0G4E4U7, UniRef:UniRef90_A0A0G4E4U7
pQBR102_contig_1	234309	234485	+	PQBR102_01330	6.0	4.6		
pQBR102_contig_1	235735	235971	+	PQBR102_01345	8.5	9.6		
pQBR102_contig_1	238481	238960	+	PQBR102_01355	18.4	6.7		
pQBR102_contig_1	255089	255316	+	PQBR102_01470	8.3	9.7		RefSeq:WP_192963417.1, SO:0001217, UniParc:UPI001868CA40, UniRef:UniRef100_UPI001868CA40, UniRef:UniRef50_UPI001868CA40, UniRef:UniRef90_UPI001868CA40
pQBR102_contig_1	267972	268205	-	PQBR102_01590	8.5	7.8		RefSeq:WP_192963439.1, SO:0001217, UniParc:UPI0018695D22, UniRef:UniRef100_UPI0018695D22, UniRef:UniRef50_UPI0018695D22, UniRef:UniRef90_UPI0018695D22
pQBR102_contig_1	275069	275299	-	PQBR102_01650	8.0	9.7		
pQBR102_contig_1	275962	276210	+	PQBR102_01665	9.6	9.7		
pQBR102_contig_1	277047	277298	+	PQBR102_01675	9.2	9.9		
pQBR102_contig_1	284537	284641	-	PQBR102_01740	3.5	8.5		
pQBR102_contig_1	285044	285211	-	PQBR102_01750	6.1	4.4		
pQBR102_contig_1	295410	295934	-	PQBR102_01840	18.4	6.7		
pQBR102_contig_1	301648	301983	+	PQBR102_01900	12.0	4.9		SO:0001217, UniRef:UniRef50_UPI0018663920, UniRef:UniRef90_UPI0018663920
pQBR102_contig_1	305556	305693	+	PQBR102_01930	4.8	11.0		
pQBR102_contig_1	332311	332991	-	PQBR102_02110	24.8	11.1		
