# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQBR24_contig_1	cds	1	1530	+	PQBR24_00005	dnaB	replicative DNA helicase	SO:0001217, UniRef:UniRef50_A0A0H3YZB3, UniRef:UniRef90_A0A2V4QF95
pQBR24_contig_1	cds	1589	2986	+	PQBR24_00010	dnaB	replicative DNA helicase	COG:COG0305, COG:L, RefSeq:WP_023383613.1, SO:0001217, UniParc:UPI0003C08FCA, UniRef:UniRef100_A0A2A3M2A8, UniRef:UniRef50_A0A0H3YZB3, UniRef:UniRef90_C3KE71
pQBR24_contig_1	cds	3160	3411	+	PQBR24_00015	paaA	Phenylacetate-CoA oxygenase subunit PaaA	RefSeq:WP_023383614.1, SO:0001217, UniParc:UPI0003C0BA66, UniRef:UniRef100_A0A136Q995, UniRef:UniRef50_A0A136Q995, UniRef:UniRef90_A0A136Q995
pQBR24_contig_1	cds	3408	3542	+	PQBR24_00020		hypothetical protein	SO:0001217, UniParc:UPI000A7E7F52, UniRef:UniRef100_A0A6B7Q3X2, UniRef:UniRef50_A0A3M4JVJ5, UniRef:UniRef90_A0A3M4JVJ5
pQBR24_contig_1	cds	3832	4257	+	PQBR24_00025		Fis family transcriptional regulator	RefSeq:WP_054925932.1, SO:0001217, UniParc:UPI0006D3E7AB, UniRef:UniRef100_A0A136QBP5, UniRef:UniRef50_A0A136QBP5, UniRef:UniRef90_A0A136QBP5
pQBR24_contig_1	cds	4373	4603	+	PQBR24_00030		DUF2523 domain-containing protein	RefSeq:WP_054925930.1, SO:0001217, UniParc:UPI0006D46D01, UniRef:UniRef100_A0A136QBS0, UniRef:UniRef50_A0A136QBS0, UniRef:UniRef90_A0A136QBS0
pQBR24_contig_1	cds	4700	4999	+	PQBR24_00035		Phage protein	RefSeq:WP_054925927.1, SO:0001217, UniParc:UPI0006D4478A, UniRef:UniRef100_A0A136QBZ6, UniRef:UniRef50_A0A136QBZ6, UniRef:UniRef90_A0A136QBZ6
pQBR24_contig_1	cds	5106	5363	+	PQBR24_00040		YiaAB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A136QBQ2, UniRef:UniRef90_A0A136QBQ2
pQBR24_contig_1	cds	5407	5586	+	PQBR24_00045		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0008637C8F, UniRef:UniRef90_UPI0008637C8F
pQBR24_contig_1	cds	5659	6093	+	PQBR24_00050		Phage protein	SO:0001217, UniRef:UniRef50_A0A136QBS5, UniRef:UniRef90_A0A136QBS5
pQBR24_contig_1	cds	6610	6963	+	PQBR24_00055		DUF3429 domain-containing protein	RefSeq:WP_054925923.1, SO:0001217, UniParc:UPI0006D43158, UniRef:UniRef100_A0A5C7KFJ9, UniRef:UniRef50_A0A2A3LVS8, UniRef:UniRef90_A0A2A3LVS8
pQBR24_contig_1	cds	7003	7305	+	PQBR24_00060		DUF1778 domain-containing protein	RefSeq:WP_023383618.1, SO:0001217, UniParc:UPI0003C06896, UniRef:UniRef100_A0A136Q9T4, UniRef:UniRef50_A0A136Q9T4, UniRef:UniRef90_A0A136Q9T4
pQBR24_contig_1	cds	7403	7780	+	PQBR24_00065		HEAT repeat domain-containing protein	RefSeq:WP_023383619.1, SO:0001217, UniParc:UPI0003C0AB00, UniRef:UniRef100_A0A136Q9N4, UniRef:UniRef50_A0A136Q9N4, UniRef:UniRef90_A0A136Q9N4
pQBR24_contig_1	cds	7888	8490	+	PQBR24_00070		DUF4240 domain-containing protein	RefSeq:WP_023383620.1, SO:0001217, UniParc:UPI0003C09CB3, UniRef:UniRef100_A0A3M4JVF7, UniRef:UniRef50_A0A2V4QFA7, UniRef:UniRef90_A0A2A3LVN9
pQBR24_contig_1	cds	9014	9250	+	PQBR24_00075		DUF5753 domain-containing protein	RefSeq:WP_023383621.1, SO:0001217, UniParc:UPI0003C0805E, UniRef:UniRef100_A0A136Q9A7, UniRef:UniRef50_A0A024ELN6, UniRef:UniRef90_A0A136Q9A7
pQBR24_contig_1	cds	9282	9536	+	PQBR24_00080		DUF2379 domain-containing protein	RefSeq:WP_023383622.1, SO:0001217, UniParc:UPI0003C0ABCF, UniRef:UniRef100_A0A3M4JV66, UniRef:UniRef50_I4N264, UniRef:UniRef90_A0A2A3LVZ0
pQBR24_contig_1	cds	9702	9971	+	PQBR24_00085		Calponin-homology (CH) domain-containing protein	RefSeq:WP_023383623.1, SO:0001217, UniParc:UPI0003C067C8, UniRef:UniRef100_A0A3M4JUY0, UniRef:UniRef50_A0A3M4JUY0, UniRef:UniRef90_A0A3M4JUY0
pQBR24_contig_1	cds	9950	10171	+	PQBR24_00090	vbhA	VbhA domain-containing protein	RefSeq:WP_023383624.1, SO:0001217, UniParc:UPI0003C0780B, UniRef:UniRef100_A0A3M4JVS8, UniRef:UniRef50_A0A2A3LWN8, UniRef:UniRef90_A0A3M4JVS8
pQBR24_contig_1	cds	10448	11428	+	PQBR24_00095	tnp	IS5 family ISPa41 transposase	IS:ISPa41, RefSeq:WP_014003920.1, SO:0001217, UniParc:UPI00021903CE, UniRef:UniRef100_A0A7L9EA77, UniRef:UniRef50_A0A193SGB7, UniRef:UniRef90_A0A0Q0DDF8
pQBR24_contig_1	cds	11518	12168	+	PQBR24_00100		DUF2971 domain-containing protein	RefSeq:WP_232897113.1, SO:0001217, UniParc:UPI001E3D1915, UniRef:UniRef100_UPI001E3D1915, UniRef:UniRef50_A0A1C2EFS5, UniRef:UniRef90_A0A3M4JVL0
pQBR24_contig_1	cds	12348	14234	+	PQBR24_00105		PAPS-reduct domain-containing protein	RefSeq:WP_023383626.1, SO:0001217, UniParc:UPI0003C06DED, UniRef:UniRef100_A0A3M4JVY7, UniRef:UniRef50_A0A3M4JVY7, UniRef:UniRef90_A0A3M4JVY7
