# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQBR105_contig_1	cds	123	428	-	PQBR105_00005		Secreted protein	RefSeq:WP_009682525.1, SO:0001217, UniParc:UPI0001FB9516, UniRef:UniRef100_A0A4D6XGX8, UniRef:UniRef50_A0A3G2HQB1, UniRef:UniRef90_A0A4D6XGX8
pQBR105_contig_1	cds	443	2881	+	PQBR105_00010		ATP-binding protein	RefSeq:WP_009682524.1, SO:0001217, UniParc:UPI0001FB9515, UniRef:UniRef100_A0A177YDJ1, UniRef:UniRef50_Q48B02, UniRef:UniRef90_A0A1W6QYP2
pQBR105_contig_1	cds	2995	3483	+	PQBR105_00015	ssb	Single-stranded DNA-binding protein	RefSeq:WP_009682523.1, SO:0001217, UniParc:UPI0001FB9514, UniRef:UniRef100_A0A177YDV3, UniRef:UniRef50_Q889U1, UniRef:UniRef90_A0A0F7YCB3
pQBR105_contig_1	cds	3807	4277	-	PQBR105_00020		Oxidored-molyb domain-containing protein	RefSeq:WP_009682522.1, SO:0001217, UniParc:UPI0001FB9513, UniRef:UniRef100_A0A177YCK6, UniRef:UniRef50_A0A010RPB8, UniRef:UniRef90_A0A177YCK6
pQBR105_contig_1	cds	4374	5555	-	PQBR105_00025	umuC	Error-prone repair protein UmuC	SO:0001217, UniRef:UniRef50_A0A5M9IEB6, UniRef:UniRef90_A0A1W6QY47
pQBR105_contig_1	ncRNA-region	5977	6037	+			Fluoride riboswitch (crcB)	RFAM:RF01734, SO:0000035
pQBR105_contig_1	cds	6213	6620	-	PQBR105_00030	merR	Transcriptional regulator, MerR family	RefSeq:WP_010794431.1, SO:0001217, UniParc:UPI00000BF137, UniRef:UniRef100_B1J7X0, UniRef:UniRef90_W8Q3Y4
pQBR105_contig_1	cds	6716	7612	+	PQBR105_00035		Cation transporter	RefSeq:WP_004364974.1, SO:0001217, UniParc:UPI00000BF0D5, UniRef:UniRef100_A0A3L1NQJ6, UniRef:UniRef90_B4X518
pQBR105_contig_1	cds	7616	8128	+	PQBR105_00040	lspA	signal peptidase II	COG:COG0597, COG:MU, EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, KEGG:K03101, RefSeq:WP_003821921.1, SO:0001217, UniParc:UPI00000BF147, UniRef:UniRef100_A0A1Z1V2B0, UniRef:UniRef50_O52213, UniRef:UniRef90_O52213
pQBR105_contig_1	cds	8150	9439	+	PQBR105_00045	tnp	ISL3-like element ISPpu12 family transposase	BlastRules:WP_011918377, COG:COG3464, COG:X, RefSeq:WP_004574636.1, SO:0001217, UniParc:UPI000029AE13, UniRef:UniRef100_A0A3L1M996, UniRef:UniRef50_N8WYC2, UniRef:UniRef90_N8WYC2
pQBR105_contig_1	cds	9556	9939	+	PQBR105_00050	crcB	fluoride efflux transporter CrcB	GO:0005886, GO:1903425, RefSeq:WP_047338305.1, SO:0001217, UniParc:UPI00064340B0, UniRef:UniRef100_A0A6A7ZF04, UniRef:UniRef50_Q93TE2, UniRef:UniRef90_Q93TE2
pQBR105_contig_1	cds	9950	10273	+	PQBR105_00055		DUF190 domain-containing protein	RefSeq:WP_047338306.1, SO:0001217, UniParc:UPI0006435940, UniRef:UniRef100_A0A6A7ZJA4, UniRef:UniRef50_S6AK62, UniRef:UniRef90_A0A3M3XYG0
pQBR105_contig_1	ncRNA-region	10370	10442	+			Fluoride riboswitch (crcB)	RFAM:RF01734, SO:0000035
pQBR105_contig_1	cds	10522	11868	+	PQBR105_00060	eriC	Chloride/fluoride channel protein	COG:COG0038, COG:P, GO:0005247, GO:0005886, GO:0034707, RefSeq:WP_047338307.1, SO:0001217, UniParc:UPI000643A339, UniRef:UniRef100_A0A4Q0HCL1, UniRef:UniRef50_Q87WD2, UniRef:UniRef90_Q87WD2
pQBR105_contig_1	cds	12021	12230	+	PQBR105_00065		hypothetical protein	
pQBR105_contig_1	cds	12311	12634	+	PQBR105_00070		PII-like signaling protein	COG:COG1993, COG:T, RefSeq:WP_047338308.1, SO:0001217, UniParc:UPI000642A586, UniRef:UniRef100_A0A6A7ZK02, UniRef:UniRef50_A0A0N8SKY6, UniRef:UniRef90_A0A0N8SKY6
pQBR105_contig_1	cds	12676	12942	+	PQBR105_00075		Transmembrane protein	RefSeq:WP_047338309.1, SO:0001217, UniParc:UPI00064349BF, UniRef:UniRef100_A0A6A7ZFR1, UniRef:UniRef50_A0A3M4NMF5, UniRef:UniRef90_A0A1H0DD34
pQBR105_contig_1	cds	13037	13378	+	PQBR105_00080		Inner membrane protein	RefSeq:WP_173857494.1, SO:0001217, UniParc:UPI000F11A674, UniRef:UniRef100_A0A3M4JVD4, UniRef:UniRef50_C3K511, UniRef:UniRef90_C3K511
pQBR105_contig_1	cds	13452	14735	+	PQBR105_00085	eno	phosphopyruvate hydratase	COG:COG0148, COG:G, EC:4.2.1.11, GO:0000015, GO:0000287, GO:0004634, GO:0005576, GO:0006096, GO:0009986, RefSeq:WP_087715969.1, SO:0001217, UniParc:UPI000B402D1C, UniRef:UniRef100_A0A6A7ZGD8, UniRef:UniRef50_Q87WD5, UniRef:UniRef90_Q87WD5
pQBR105_contig_1	cds	15092	15622	+	PQBR105_00090	ppa	inorganic diphosphatase	COG:C, COG:COG0221, RefSeq:WP_047338301.1, SO:0001217, UniParc:UPI000643D917, UniRef:UniRef100_A0A6A7ZFS2, UniRef:UniRef50_Q8FAG0, UniRef:UniRef90_A0A0B7DGQ2
pQBR105_contig_1	cds	15728	16153	+	PQBR105_00095	eamA	EamA domain-containing protein	RefSeq:WP_047338300.1, SO:0001217, UniParc:UPI0006433389, UniRef:UniRef100_A0A6A7ZJI8, UniRef:UniRef50_D7DP56, UniRef:UniRef90_A0A1C2E1S9
pQBR105_contig_1	cds	16429	17532	+	PQBR105_00100	nhaA	Na+/H+ antiporter NhaA	KEGG:K03313, SO:0001217, UniRef:UniRef50_A6TJ58, UniRef:UniRef90_A0A0B7DFX1
pQBR105_contig_1	cds	17580	17993	-	PQBR105_00105	tetR	TetR family transcriptional regulator	RefSeq:WP_153330866.1, SO:0001217, UniParc:UPI000A7C7B38, UniRef:UniRef100_A0A3M4JW41, UniRef:UniRef50_F1B1R3, UniRef:UniRef90_A0A3M4JW41
pQBR105_contig_1	cds	17983	19587	-	PQBR105_00110		Site-specific integrase	SO:0001217, UniRef:UniRef50_A0A3M6D546, UniRef:UniRef90_A0A502IXR3
pQBR105_contig_1	cds	19824	21434	-	PQBR105_00115		Phage integrase family protein	RefSeq:WP_087715966.1, SO:0001217, UniParc:UPI000B405BB8, UniRef:UniRef100_A0A6A7ZFK0, UniRef:UniRef50_V4GRX2, UniRef:UniRef90_A0A6A7ZFK0
pQBR105_contig_1	cds	21445	21723	-	PQBR105_00120		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S3XHU8, UniRef:UniRef90_A0A2S3XHU8
pQBR105_contig_1	cds	21888	22868	-	PQBR105_00125	tnp	IS5 family ISPa41 transposase	IS:ISPa41, RefSeq:WP_014003920.1, SO:0001217, UniParc:UPI00021903CE, UniRef:UniRef100_A0A7L9EA77, UniRef:UniRef50_A0A193SGB7, UniRef:UniRef90_A0A0Q0DDF8
pQBR105_contig_1	cds	22881	23774	-	PQBR105_00130		site-specific integrase	SO:0001217, UniRef:UniRef50_A0A5Y8CTW9, UniRef:UniRef90_UPI000A191DC1
pQBR105_contig_1	cds	23810	24424	+	PQBR105_00135		hypothetical protein	
pQBR105_contig_1	cds	24591	25091	+	PQBR105_00140		Transcriptional regulator	RefSeq:WP_009682519.1, SO:0001217, UniParc:UPI0001FB9510, UniRef:UniRef100_A0A177YCJ8, UniRef:UniRef50_A0A177YCJ8, UniRef:UniRef90_A0A177YCJ8
pQBR105_contig_1	cds	25172	25573	-	PQBR105_00145	asnC	AsnC family protein	RefSeq:WP_009682518.1, SO:0001217, UniParc:UPI0001FB950F, UniRef:UniRef100_A0A177YCI8, UniRef:UniRef50_G0WPE0, UniRef:UniRef90_G0WPE0
pQBR105_contig_1	cds	25766	27373	+	PQBR105_00150		DGQHR domain-containing protein	KEGG:K19169, RefSeq:WP_023662973.1, SO:0001217, UniParc:UPI0003CCCA7B, UniRef:UniRef100_A0A177YCJ2, UniRef:UniRef50_A0A212B6K7, UniRef:UniRef90_A0A3G2HPR0
pQBR105_contig_1	cds	27427	27840	+	PQBR105_00155		ABC transporter permease	RefSeq:WP_009682516.1, SO:0001217, UniParc:UPI0001FB950D, UniRef:UniRef100_A0A177YCT1, UniRef:UniRef50_A0A1W6QYN0, UniRef:UniRef90_A0A3G2HPF6
pQBR105_contig_1	cds	27871	28107	+	PQBR105_00160	ardR	Antirestriction protein ArdR	RefSeq:WP_009682515.1, SO:0001217, UniParc:UPI0001FB950C, UniRef:UniRef100_A0A177YD33, UniRef:UniRef50_A0A024EMA6, UniRef:UniRef90_A0A177YD33
pQBR105_contig_1	cds	28122	28445	+	PQBR105_00165		hypothetical protein	SO:0001217, UniParc:UPI0003CCC22B, UniRef:UniRef100_A0A533IJD2, UniRef:UniRef50_A0A4D6XDX2, UniRef:UniRef90_A0A4D6XDX2
pQBR105_contig_1	cds	28427	29374	-	PQBR105_00170		Integrase	SO:0001217, UniRef:UniRef50_A0A0L8IU28, UniRef:UniRef90_A0A1W6QYK0
pQBR105_contig_1	cds	29374	29898	-	PQBR105_00175		N-acetyltransferase domain-containing protein	RefSeq:WP_009682512.1, SO:0001217, UniParc:UPI0001FB9509, UniRef:UniRef100_A0A177YCJ7, UniRef:UniRef50_G0WPD5, UniRef:UniRef90_G0WPD5
pQBR105_contig_1	cds	29970	30218	-	PQBR105_00180		KORA domain-containing protein	RefSeq:WP_009682511.1, SO:0001217, UniParc:UPI0001FB9508, UniRef:UniRef100_A0A177YCH4, UniRef:UniRef50_A0A0P9ZLB4, UniRef:UniRef90_A0A177YCH4
pQBR105_contig_1	cds	30254	30754	-	PQBR105_00185		Sulfatase domain-containing protein	RefSeq:WP_009682510.1, SO:0001217, UniParc:UPI0001FB9507, UniRef:UniRef100_A0A177YCK9, UniRef:UniRef50_A0A177YCK9, UniRef:UniRef90_A0A177YCK9
pQBR105_contig_1	cds	30854	31483	-	PQBR105_00190		Mobilization protein	RefSeq:WP_009682509.1, SO:0001217, UniParc:UPI0001FB9506, UniRef:UniRef100_A0A4D6XNZ8, UniRef:UniRef50_A0A3M3JCS8, UniRef:UniRef90_A0A4D6XNZ8
pQBR105_contig_1	cds	31476	32180	-	PQBR105_00195	mobD	Mobilization protein MobD	RefSeq:WP_009682508.1, SO:0001217, UniParc:UPI0001FB9505, UniRef:UniRef100_A0A177YCI9, UniRef:UniRef50_A4JW48, UniRef:UniRef90_A0A1W6QYD0
pQBR105_contig_1	cds	32192	32620	-	PQBR105_00200	mobC	MobC	RefSeq:WP_009682507.1, SO:0001217, UniParc:UPI0001FB9504, UniRef:UniRef100_A0A8I0Z8Z5, UniRef:UniRef50_A0A3G2HPS0, UniRef:UniRef90_A0A8I0Z8Z5
pQBR105_contig_1	cds	32867	33169	+	PQBR105_00205	mobA	plasmid mobilization protein MobA	RefSeq:WP_009682506.1, SO:0001217, UniParc:UPI0001FB9503, UniRef:UniRef100_G0WPD0, UniRef:UniRef50_G0WPD0, UniRef:UniRef90_G0WPD0
pQBR105_contig_1	cds	33272	33520	+	PQBR105_00210		Magnesium transporter	RefSeq:WP_009682505.1, SO:0001217, UniParc:UPI0001FB9502, UniRef:UniRef100_A0A177YCS1, UniRef:UniRef50_A0A1H6PTU4, UniRef:UniRef90_A0A177YCS1
pQBR105_contig_1	cds	33527	33748	+	PQBR105_00215		Tobamovirus multiplication protein 2B	RefSeq:WP_009682504.1, SO:0001217, UniParc:UPI0001FB9501, UniRef:UniRef100_V7D6S6, UniRef:UniRef50_A0A3G2HPH4, UniRef:UniRef90_A0A3G2HPH4
pQBR105_contig_1	cds	33952	35382	+	PQBR105_00220	mobA	Mobilization protein MobA	SO:0001217, UniParc:UPI0001FB9500, UniRef:UniRef100_A0A8I0Z5G8, UniRef:UniRef50_A0A1W6QYP6, UniRef:UniRef90_A0A1W6QYP6
pQBR105_contig_1	cds	35443	35901	+	PQBR105_00225	traH	Conjugal transfer protein TraH	RefSeq:WP_009682502.1, SO:0001217, UniParc:UPI0001FB94FF, UniRef:UniRef100_A0A177YDT4, UniRef:UniRef50_A0A3M4SPT9, UniRef:UniRef90_A0A179RXJ2
pQBR105_contig_1	cds	35916	36776	+	PQBR105_00230	traI	TraI protein	RefSeq:WP_009682501.1, SO:0001217, UniParc:UPI0001FB94FE, UniRef:UniRef100_A0A177YCI6, UniRef:UniRef50_A4JW53, UniRef:UniRef90_A0A3G2HPS4
pQBR105_contig_1	cds	36815	37951	+	PQBR105_00235	traJ	plasmid transfer ATPase TraJ	EC:7.2.4.8, KEGG:K12203, SO:0001217, UniParc:UPI000B2A4541, UniRef:UniRef100_UPI000B2A4541, UniRef:UniRef50_A0A0P9PVA4, UniRef:UniRef90_A0A177YCG4
pQBR105_contig_1	cds	37941	38204	+	PQBR105_00240	icmT	IcmT/TraK family protein	RefSeq:WP_033690317.1, SO:0001217, UniParc:UPI0005346421, UniRef:UniRef100_A0A177YCK0, UniRef:UniRef50_A0A0P9K477, UniRef:UniRef90_G0WPC5
pQBR105_contig_1	cds	38246	38938	-	PQBR105_00245		Glutathione S-transferase	RefSeq:WP_009682498.1, SO:0001217, UniParc:UPI0001FB94FB, UniRef:UniRef100_A0A4D6XP07, UniRef:UniRef50_A0A0N8S0C0, UniRef:UniRef90_A0A0N8S0C0
pQBR105_contig_1	cds	38925	39455	-	PQBR105_00250		XRE family transcriptional regulator	RefSeq:WP_009682497.1, SO:0001217, UniParc:UPI0001FB9392, UniRef:UniRef100_A0A177YCH9, UniRef:UniRef50_A4JW62, UniRef:UniRef90_A0A0P9W6L9
pQBR105_contig_1	cds	39668	42784	+	PQBR105_00255		LPD7 domain-containing protein	RefSeq:WP_009682496.1, SO:0001217, UniParc:UPI0001FB9391, UniRef:UniRef100_A0A8I1CUW5, UniRef:UniRef50_A0A3G2HPS8, UniRef:UniRef90_A0A8I1CUW5
pQBR105_contig_1	cds	42820	43329	+	PQBR105_00260	traL	TraL protein	RefSeq:WP_009682495.1, SO:0001217, UniParc:UPI0001FB9390, UniRef:UniRef100_G0WPC0, UniRef:UniRef50_A0A3M3J9J1, UniRef:UniRef90_A0A3G2HPI1
pQBR105_contig_1	cds	43417	43803	+	PQBR105_00265		OGFr-N domain-containing protein	RefSeq:WP_023662970.1, SO:0001217, UniParc:UPI0003CCD05F, UniRef:UniRef100_A0A177YCR2, UniRef:UniRef50_A0A177YCR2, UniRef:UniRef90_A0A177YCR2
pQBR105_contig_1	cds	43858	48873	-	PQBR105_00270		site-specific DNA-methyltransferase (adenine-specific)	RefSeq:WP_023662969.1, SO:0001217, UniParc:UPI0003CCD5DD, UniRef:UniRef100_A0A8I0Z908, UniRef:UniRef50_A0A212B7H4, UniRef:UniRef90_A0A1W6QYQ0
pQBR105_contig_1	cds	48972	49277	-	PQBR105_00275	lafX	LafX	RefSeq:WP_009682487.1, SO:0001217, UniParc:UPI0001FB9388, UniRef:UniRef100_A0A4D6XLA4, UniRef:UniRef50_A0A0P9XB33, UniRef:UniRef90_A0A4D6XLA4
pQBR105_contig_1	cds	49513	51027	-	PQBR105_00280		Toxin	EC:2.7.1.176, KEGG:K16214, RefSeq:WP_009682485.1, SO:0001217, UniParc:UPI0001FB9386, UniRef:UniRef100_A0A177YDG2, UniRef:UniRef50_I2IBH3, UniRef:UniRef90_A0A177YDG2
pQBR105_contig_1	cds	51040	51483	-	PQBR105_00285		DUF3087 domain-containing protein	RefSeq:WP_197884355.1, SO:0001217, UniParc:UPI0018D99906, UniRef:UniRef100_A0A8I0Z4U8, UniRef:UniRef50_A0A0P9YWI6, UniRef:UniRef90_G0WPM3
pQBR105_contig_1	cds	51476	51859	-	PQBR105_00290		ACT domain-containing protein	RefSeq:WP_009682483.1, SO:0001217, UniParc:UPI0001FB9384, UniRef:UniRef100_A0A177YDS4, UniRef:UniRef50_A0A0N8S1X6, UniRef:UniRef90_A0A177YDS4
pQBR105_contig_1	cds	51868	52236	-	PQBR105_00295		Lipoprotein	RefSeq:WP_009682482.1, SO:0001217, UniParc:UPI0001FB9383, UniRef:UniRef100_A0A177YCH5, UniRef:UniRef50_A0A2T0HJ75, UniRef:UniRef90_A0A177YCH5
