#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR49_contig_1	50861	50986	-	PQBR49_00270	4.3	5.5		
pQBR49_contig_1	110876	111085	-	PQBR49_00545	6.9	4.5		
pQBR49_contig_1	112316	112453	+	PQBR49_00560	4.8	6.0		
pQBR49_contig_1	114036	114191	+	PQBR49_00585	5.7	4.5		RefSeq:WP_234288219.1, SO:0001217, UniParc:UPI001F17EDEF, UniRef:UniRef100_UPI001F17EDEF, UniRef:UniRef50_UPI001F17EDEF, UniRef:UniRef90_UPI001F17EDEF
pQBR49_contig_1	138749	139159	-	PQBR49_00705	14.9	4.9		
pQBR49_contig_1	161084	161278	-	PQBR49_00820	6.6	4.5		
pQBR49_contig_1	179181	179300	+	PQBR49_00915	4.5	8.9		
pQBR49_contig_1	228959	229192	+	PQBR49_01190	8.4	6.0		RefSeq:WP_193069103.1, SO:0001217, UniParc:UPI0018676085, UniRef:UniRef100_UPI0018676085, UniRef:UniRef50_UPI0018676085, UniRef:UniRef90_UPI0018676085
pQBR49_contig_1	250480	250908	-	PQBR49_01330	15.8	4.4		RefSeq:WP_193069118.1, SO:0001217, UniParc:UPI00186696EF, UniRef:UniRef100_UPI00186696EF, UniRef:UniRef50_UPI00186696EF, UniRef:UniRef90_UPI00186696EF
pQBR49_contig_1	250935	251570	-	PQBR49_01335	22.4	6.0		SO:0001217, UniRef:UniRef50_UPI0003027605, UniRef:UniRef90_UPI0003027605
pQBR49_contig_1	251955	252272	-	PQBR49_01345	12.0	9.7		RefSeq:WP_193069121.1, SO:0001217, UniParc:UPI00186740E3, UniRef:UniRef100_UPI00186740E3, UniRef:UniRef50_A0A166QN72, UniRef:UniRef90_UPI00186740E3
pQBR49_contig_1	252703	252912	+	PQBR49_01350	6.9	4.5		
pQBR49_contig_1	259067	259162	-	PQBR49_01385	3.5	10.8		
pQBR49_contig_1	307384	307572	+	PQBR49_01665	6.6	8.8		
pQBR49_contig_1	315703	315888	+	PQBR49_01740	6.7	8.1		RefSeq:WP_193068968.1, SO:0001217, UniParc:UPI001867877B, UniRef:UniRef100_UPI001867877B, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_UPI001867877B
pQBR49_contig_1	318436	318597	-	PQBR49_01765	5.7	5.8		RefSeq:WP_193068971.1, SO:0001217, UniParc:UPI00186823AD, UniRef:UniRef100_UPI00186823AD, UniRef:UniRef50_UPI00186823AD, UniRef:UniRef90_UPI00186823AD
pQBR49_contig_1	326840	327007	-	PQBR49_01835	6.1	11.6		
pQBR49_contig_1	352133	352246	+	PQBR49_02055	4.3	6.5		
pQBR49_contig_1	412279	412398	-	PQBR49_02480	4.5	8.9		
pQBR49_contig_1	452488	452634	+	PQBR49_02745	5.4	8.3		
pQBR49_contig_1	462834	462998	-	PQBR49_02820	5.6	9.4		SO:0001217, UniRef:UniRef50_UPI0009F497D4, UniRef:UniRef90_UPI0009F497D4
pQBR49_contig_1	470861	471253	+	PQBR49_02880	14.5	6.7		
pQBR49_contig_1	476468	476716	+	PQBR49_02915	9.4	9.9		
pQBR49_contig_1	479432	479569	+	PQBR49_02930	4.9	5.8		
pQBR49_contig_1	480353	480613	-	PQBR49_02940	9.6	9.0		RefSeq:WP_065881787.1, SO:0001217, UniParc:UPI000811D6C7, UniRef:UniRef100_UPI000811D6C7, UniRef:UniRef50_UPI000811D6C7, UniRef:UniRef90_UPI000811D6C7
pQBR49_contig_1	482621	482911	+	PQBR49_02965	10.7	10.0		
pQBR49_contig_1	482948	483160	-	PQBR49_02970	7.7	4.5		
pQBR49_contig_1	495298	495903	+	PQBR49_03020	22.6	9.1		SO:0001217, UniRef:UniRef50_UPI000F04BD65, UniRef:UniRef90_UPI000F04BD65
pQBR49_contig_1	501776	502126	+	PQBR49_03040	11.6	6.0		
pQBR49_contig_1	503587	504072	-	PQBR49_03050	18.9	9.7		
pQBR49_contig_1	508335	509000	+	PQBR49_03065	24.5	5.3		
pQBR49_contig_1	511558	512151	-	PQBR49_03090	21.6	9.2		
pQBR49_contig_1	526735	527013	-	PQBR49_03180	10.1	10.8		
pQBR49_contig_1	566912	567031	-	PQBR49_03430	4.5	8.9		
