#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR4_contig_1	50861	50986	-	PQBR4_00270	4.3	5.5		
pQBR4_contig_1	110876	111085	-	PQBR4_00545	6.9	4.5		
pQBR4_contig_1	112316	112453	+	PQBR4_00560	4.8	6.0		
pQBR4_contig_1	114036	114191	+	PQBR4_00585	5.7	4.5		RefSeq:WP_234288219.1, SO:0001217, UniParc:UPI001F17EDEF, UniRef:UniRef100_UPI001F17EDEF, UniRef:UniRef50_UPI001F17EDEF, UniRef:UniRef90_UPI001F17EDEF
pQBR4_contig_1	138749	139159	-	PQBR4_00705	14.9	4.9		
pQBR4_contig_1	161084	161278	-	PQBR4_00820	6.6	4.5		
pQBR4_contig_1	168182	168589	-	PQBR4_00870	13.9	6.0		RefSeq:WP_193069093.1, SO:0001217, UniParc:UPI0018672756, UniRef:UniRef100_UPI0018672756, UniRef:UniRef50_UPI0018672756, UniRef:UniRef90_UPI0018672756
pQBR4_contig_1	174135	174641	+	PQBR4_00920	18.0	11.3		
pQBR4_contig_1	178386	179411	-	PQBR4_00950	37.9	9.9		
pQBR4_contig_1	179674	179802	-	PQBR4_00960	4.6	11.7		RefSeq:WP_023082812.1, SO:0001217, UniParc:UPI0003B9732F, UniRef:UniRef100_A0A1H0XKA2, UniRef:UniRef50_A0A1H0XKA2, UniRef:UniRef90_A0A1H0XKA2
pQBR4_contig_1	203940	204173	+	PQBR4_01095	8.4	6.0		RefSeq:WP_193069103.1, SO:0001217, UniParc:UPI0018676085, UniRef:UniRef100_UPI0018676085, UniRef:UniRef50_UPI0018676085, UniRef:UniRef90_UPI0018676085
pQBR4_contig_1	225461	225889	-	PQBR4_01235	15.8	4.4		RefSeq:WP_193069118.1, SO:0001217, UniParc:UPI00186696EF, UniRef:UniRef100_UPI00186696EF, UniRef:UniRef50_UPI00186696EF, UniRef:UniRef90_UPI00186696EF
pQBR4_contig_1	225916	226551	-	PQBR4_01240	22.4	6.0		SO:0001217, UniRef:UniRef50_UPI0003027605, UniRef:UniRef90_UPI0003027605
pQBR4_contig_1	226936	227253	-	PQBR4_01250	12.0	9.7		RefSeq:WP_193069121.1, SO:0001217, UniParc:UPI00186740E3, UniRef:UniRef100_UPI00186740E3, UniRef:UniRef50_A0A166QN72, UniRef:UniRef90_UPI00186740E3
pQBR4_contig_1	227684	227893	+	PQBR4_01255	6.9	4.5		
pQBR4_contig_1	234048	234143	-	PQBR4_01290	3.5	10.8		
pQBR4_contig_1	264093	264266	-	PQBR4_01470	6.4	9.2		
pQBR4_contig_1	282364	282552	+	PQBR4_01575	6.6	8.8		
pQBR4_contig_1	290683	290868	+	PQBR4_01650	6.7	8.1		RefSeq:WP_193068968.1, SO:0001217, UniParc:UPI001867877B, UniRef:UniRef100_UPI001867877B, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_UPI001867877B
pQBR4_contig_1	293416	293577	-	PQBR4_01675	5.7	5.8		RefSeq:WP_193068971.1, SO:0001217, UniParc:UPI00186823AD, UniRef:UniRef100_UPI00186823AD, UniRef:UniRef50_UPI00186823AD, UniRef:UniRef90_UPI00186823AD
pQBR4_contig_1	301820	301987	-	PQBR4_01745	6.1	11.6		
pQBR4_contig_1	327113	327226	+	PQBR4_01965	4.3	6.5		
pQBR4_contig_1	359937	360380	-	PQBR4_02250	15.4	6.6		
pQBR4_contig_1	387243	387362	-	PQBR4_02395	4.5	8.9		
pQBR4_contig_1	427458	427604	+	PQBR4_02660	5.4	8.3		
pQBR4_contig_1	437804	437968	-	PQBR4_02735	5.6	9.4		SO:0001217, UniRef:UniRef50_UPI0009F497D4, UniRef:UniRef90_UPI0009F497D4
pQBR4_contig_1	450157	450276	+	PQBR4_02790	4.5	8.9		
pQBR4_contig_1	491589	492182	-	PQBR4_03035	21.6	9.1		
pQBR4_contig_1	506766	507044	-	PQBR4_03125	10.1	10.8		
