#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR26_contig_1	12245	12586	-	PQBR26_00070	12.6	4.9		
pQBR26_contig_1	13444	14040	-	PQBR26_00080	21.7	9.5		SO:0001217, UniRef:UniRef50_A0A1D3K990, UniRef:UniRef90_A0A1D3K990
pQBR26_contig_1	16156	16275	-	PQBR26_00095	4.3	9.7		
pQBR26_contig_1	19826	20068	+	PQBR26_00130	8.7	6.9		SO:0001217, UniRef:UniRef50_S6AY87, UniRef:UniRef90_S6AY87
pQBR26_contig_1	19988	20146	-	PQBR26_00135	5.9	11.5		RefSeq:WP_170245417.1, SO:0001217, UniParc:UPI0014792770, UniRef:UniRef100_UPI0014792770, UniRef:UniRef50_UPI0014792770, UniRef:UniRef90_UPI0014792770
pQBR26_contig_1	65377	67737	+	PQBR26_00415	85.9	6.3	PF12245.11|Big_3_2, PF13750.9|Big_3_3, PF13752.9|DUF4165	PFAM:PF12245.11, PFAM:PF13750.9, PFAM:PF13752.9
pQBR26_contig_1	68802	68894	-	PQBR26_00425	3.3	5.9		
pQBR26_contig_1	104084	104242	-	PQBR26_00580	5.7	11.4		
pQBR26_contig_1	134883	135041	-	PQBR26_00785	6.0	4.2		RefSeq:WP_156796377.1, SO:0001217, UniParc:UPI00087A96A1, UniRef:UniRef100_UPI00155D8BBA, UniRef:UniRef50_UPI00155D8BBA, UniRef:UniRef90_UPI00155D8BBA
pQBR26_contig_1	172567	172896	+	PQBR26_01030	12.1	4.7		
pQBR26_contig_1	179124	180545	+	PQBR26_01075	53.0	5.4	PF13558.9|SbcC_Walker_B	PFAM:PF13558.9
pQBR26_contig_1	215092	215241	+	PQBR26_01295	5.5	9.9		
