# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQG3rel01_contig_1	cds	1568	2965	+	pQG3rel01_00005	dnaB	replicative DNA helicase	COG:COG0305, COG:L, RefSeq:WP_071555873.1, SO:0001217, UniParc:UPI0008FB0FC2, UniRef:UniRef100_A0A1J0ETP2, UniRef:UniRef50_A0A0H3YZB3, UniRef:UniRef90_A0A7X2RT33
pQG3rel01_contig_1	cds	3062	3559	+	pQG3rel01_00010		SRCR domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J0EU28, UniRef:UniRef90_A0A1J0EU28
pQG3rel01_contig_1	cds	3643	4788	-	pQG3rel01_00015		AlbA-2 domain-containing protein	RefSeq:WP_071555875.1, SO:0001217, UniParc:UPI0008FB2F06, UniRef:UniRef100_A0A1J0EU49, UniRef:UniRef50_A0A1J0EU49, UniRef:UniRef90_A0A1J0EU49
pQG3rel01_contig_1	cds	4839	5363	-	pQG3rel01_00020		Peptidase C39 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A166QL28
pQG3rel01_contig_1	cds	5360	6007	-	pQG3rel01_00025		HEPN-Toprim-N domain-containing protein	RefSeq:WP_071555876.1, SO:0001217, UniParc:UPI0008FB21FB, UniRef:UniRef100_A0A1J0EV60, UniRef:UniRef50_A0A1J0EV60, UniRef:UniRef90_A0A1J0EV60
pQG3rel01_contig_1	cds	6086	6838	-	pQG3rel01_00030		Replication initiator protein	RefSeq:WP_071555877.1, SO:0001217, UniParc:UPI0008FAED19, UniRef:UniRef100_A0A1J0ET78, UniRef:UniRef50_U2ZVA0, UniRef:UniRef90_A0A1J0ET78
pQG3rel01_contig_1	cds	8135	8755	-	pQG3rel01_00035		hypothetical protein	
pQG3rel01_contig_1	cds	8802	8984	+	pQG3rel01_00040		Secreted protein	RefSeq:WP_071555879.1, SO:0001217, UniParc:UPI0008FB3994, UniRef:UniRef100_A0A1J0EU99, UniRef:UniRef50_A0A0G4E643, UniRef:UniRef90_A0A1J0EU99
pQG3rel01_contig_1	cds	9204	9653	+	pQG3rel01_00045		Peptidase-S24 domain-containing protein	EC:3.4.21.-, KEGG:K03503, RefSeq:WP_071555880.1, SO:0001217, UniParc:UPI0008FAFE5C, UniRef:UniRef100_A0A1J0ET77, UniRef:UniRef50_A0A1J0ET77, UniRef:UniRef90_A0A1J0ET77
pQG3rel01_contig_1	cds	9650	9901	+	pQG3rel01_00050	umuC	UmuC domain-containing protein	RefSeq:WP_071555881.1, SO:0001217, UniParc:UPI0008FB83F5, UniRef:UniRef100_A0A1J0ETQ2, UniRef:UniRef50_A0A1J0ETQ2, UniRef:UniRef90_A0A1J0ETQ2
pQG3rel01_contig_1	cds	9906	10925	+	pQG3rel01_00055	umuC	UmuC domain-containing protein	RefSeq:WP_071555882.1, SO:0001217, UniParc:UPI0008FB46C6, UniRef:UniRef100_A0A1J0ETY0, UniRef:UniRef50_A0A1J0ETY0, UniRef:UniRef90_A0A1J0ETY0
pQG3rel01_contig_1	cds	11082	11345	-	pQG3rel01_00060		DUF29 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G4E648
pQG3rel01_contig_1	cds	11405	11884	-	pQG3rel01_00065		DUF2383 domain-containing protein	RefSeq:WP_129587018.1, SO:0001217, UniParc:UPI00101AEBC7, UniRef:UniRef100_A0A1J0EU57, UniRef:UniRef50_A0A1E4X594, UniRef:UniRef90_A0A1E4X594
pQG3rel01_contig_1	cds	12364	13395	+	pQG3rel01_00070		ALP-N domain-containing protein	RefSeq:WP_071555884.1, SO:0001217, UniParc:UPI0008FBA5AF, UniRef:UniRef100_A0A1J0ETD7, UniRef:UniRef50_A0A1J0ETD7, UniRef:UniRef90_A0A1J0ETD7
pQG3rel01_contig_1	cds	13812	14495	+	pQG3rel01_00075		Glyco-trans-2-like domain-containing protein	RefSeq:WP_071555885.1, SO:0001217, UniParc:UPI0008FB383E, UniRef:UniRef100_A0A1J0ET89, UniRef:UniRef50_A0A1J0ET89, UniRef:UniRef90_A0A1J0ET89
