#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG1rel05_contig_1	5699	5791	+	pQG1rel05_00055	3.1	11.0		
pQG1rel05_contig_1	67268	67432	+	pQG1rel05_00370	6.0	9.5		
pQG1rel05_contig_1	69078	69602	+	pQG1rel05_00385	19.2	9.3	PF07963.15|N_methyl	PFAM:PF07963.15
pQG1rel05_contig_1	127990	128112	-	pQG1rel05_00650	4.6	11.0		SO:0001217, UniParc:UPI000F3C22F9, UniRef:UniRef100_A0A3M3DQF8, UniRef:UniRef50_A0A3M3DQF8, UniRef:UniRef90_A0A3M3DQF8
pQG1rel05_contig_1	172593	172802	-	pQG1rel05_00875	8.3	11.1		SO:0001217, UniParc:UPI000F3CC813, UniRef:UniRef100_A0A3M3DS84, UniRef:UniRef50_A0A3M3DS84, UniRef:UniRef90_A0A3M3DS84
pQG1rel05_contig_1	182062	182172	-	pQG1rel05_00920	3.7	6.5		
pQG1rel05_contig_1	186291	186578	-	pQG1rel05_00945	9.9	5.7		SO:0001217, UniParc:UPI000F3D3663, UniRef:UniRef100_A0A3M3DP43, UniRef:UniRef50_A0A3M3DP43, UniRef:UniRef90_A0A3M3DP43
pQG1rel05_contig_1	239100	239294	+	pQG1rel05_01260	7.0	8.0		
pQG1rel05_contig_1	240334	241026	-	pQG1rel05_01275	25.4	10.5		SO:0001217, UniParc:UPI000B305995, UniRef:UniRef100_A0A3M3DQ49, UniRef:UniRef50_A0A3M3DQ49, UniRef:UniRef90_A0A3M3DQ49
pQG1rel05_contig_1	243384	243569	+	pQG1rel05_01305	6.6	9.3		SO:0001217, UniParc:UPI000AF54941, UniRef:UniRef100_A0A3M3DPV0, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_A0A3M3DPV0
pQG1rel05_contig_1	340818	340943	+	pQG1rel05_01945	4.7	8.3		
pQG1rel05_contig_1	356815	357216	+	pQG1rel05_02075	15.0	7.9	PF08719.14|NADAR	PFAM:PF08719.14
pQG1rel05_contig_1	405357	405578	+	pQG1rel05_02450	7.9	6.6		SO:0001217, UniParc:UPI0006B96D17, UniRef:UniRef100_A0A3M3DSJ8, UniRef:UniRef50_A0A3M3DSJ8, UniRef:UniRef90_A0A3M3DSJ8
