#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG3rel03_contig_1	3954	4268	-	pQG3rel03_00025	11.2	8.9		RefSeq:WP_253512327.1, SO:0001217, UniParc:UPI00209F3701, UniRef:UniRef100_UPI00209F3701, UniRef:UniRef50_UPI00209F3701, UniRef:UniRef90_UPI00209F3701
pQG3rel03_contig_1	4283	4450	-	pQG3rel03_00030	5.8	8.2		RefSeq:WP_253512330.1, SO:0001217, UniParc:UPI00209DC14A, UniRef:UniRef100_UPI00209DC14A, UniRef:UniRef50_UPI00159195B3, UniRef:UniRef90_UPI00209DC14A
pQG3rel03_contig_1	4950	5258	-	pQG3rel03_00040	10.7	4.1		RefSeq:WP_253512336.1, SO:0001217, UniParc:UPI0020A1E5EE, UniRef:UniRef100_UPI0020A1E5EE, UniRef:UniRef50_UPI0020A1E5EE, UniRef:UniRef90_UPI0020A1E5EE
pQG3rel03_contig_1	7067	7219	-	pQG3rel03_00065	5.3	8.0		
pQG3rel03_contig_1	27269	27412	+	pQG3rel03_00190	5.3	11.5		
pQG3rel03_contig_1	30467	30649	+	pQG3rel03_00210	6.5	5.0		
pQG3rel03_contig_1	33628	33897	+	pQG3rel03_00235	9.5	8.2		
pQG3rel03_contig_1	43378	43638	-	pQG3rel03_00280	10.3	10.2		
pQG3rel03_contig_1	59088	59372	+	pQG3rel03_00385	11.1	10.8		
pQG3rel03_contig_1	61795	61989	+	pQG3rel03_00405	7.6	7.9		RefSeq:WP_253512520.1, SO:0001217, UniParc:UPI00209D3E91, UniRef:UniRef100_UPI00209D3E91, UniRef:UniRef50_UPI00209D3E91, UniRef:UniRef90_UPI00209D3E91
pQG3rel03_contig_1	62266	62502	+	pQG3rel03_00415	8.8	6.2		RefSeq:WP_253512526.1, SO:0001217, UniParc:UPI0020A0651D, UniRef:UniRef100_UPI0020A0651D, UniRef:UniRef50_UPI001C7CA06B, UniRef:UniRef90_UPI0020A0651D
pQG3rel03_contig_1	64415	64729	+	pQG3rel03_00435	11.1	4.6		RefSeq:WP_253512538.1, SO:0001217, UniParc:UPI0020A17CBA, UniRef:UniRef100_UPI0020A17CBA, UniRef:UniRef50_UPI0003BB2D3A, UniRef:UniRef90_UPI0003BB2D3A
pQG3rel03_contig_1	103758	103934	+	pQG3rel03_00610	6.4	11.8		RefSeq:WP_253512635.1, SO:0001217, UniParc:UPI0020A0F8FF, UniRef:UniRef100_UPI0020A0F8FF, UniRef:UniRef50_UPI0020A0F8FF, UniRef:UniRef90_UPI0020A0F8FF
pQG3rel03_contig_1	104113	104229	-	pQG3rel03_00615	4.7	9.1		
pQG3rel03_contig_1	104532	104780	-	pQG3rel03_00620	9.1	8.0		
pQG3rel03_contig_1	105296	105565	-	pQG3rel03_00625	9.6	8.0		
pQG3rel03_contig_1	105627	105845	+	pQG3rel03_00630	7.7	10.3		
pQG3rel03_contig_1	108600	108893	-	pQG3rel03_00645	10.3	9.5		
pQG3rel03_contig_1	110973	111197	+	pQG3rel03_00660	8.0	5.9		
pQG3rel03_contig_1	112177	112443	+	pQG3rel03_00675	10.0	9.1		
pQG3rel03_contig_1	127155	127391	-	pQG3rel03_00785	8.3	5.2		
