#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR23_contig_1	3408	3542	+	PQBR23_00020	5.0	9.7		SO:0001217, UniParc:UPI000A7E7F52, UniRef:UniRef100_A0A6B7Q3X2, UniRef:UniRef50_A0A3M4JVJ5, UniRef:UniRef90_A0A3M4JVJ5
pQBR23_contig_1	5407	5586	+	PQBR23_00045	6.7	6.7		SO:0001217, UniRef:UniRef50_UPI0008637C8F, UniRef:UniRef90_UPI0008637C8F
pQBR23_contig_1	34045	34275	+	PQBR23_00240	8.3	4.7		RefSeq:WP_060501503.1, SO:0001217, UniParc:UPI000761DFCD, UniRef:UniRef100_UPI000761DFCD, UniRef:UniRef50_UPI00200AF36A, UniRef:UniRef90_UPI000761DFCD
pQBR23_contig_1	34840	35091	+	PQBR23_00250	9.3	5.3		RefSeq:WP_060501507.1, SO:0001217, UniParc:UPI0007616A0C, UniRef:UniRef100_UPI0007616A0C, UniRef:UniRef50_UPI0007616A0C, UniRef:UniRef90_UPI0007616A0C
pQBR23_contig_1	35516	35773	+	PQBR23_00260	9.3	4.7		RefSeq:WP_151883543.1, SO:0001217, UniParc:UPI000ABD11AF, UniRef:UniRef100_UPI000ABD11AF, UniRef:UniRef50_UPI000ABD11AF, UniRef:UniRef90_UPI000ABD11AF
pQBR23_contig_1	35948	36694	+	PQBR23_00265	27.8	4.7		RefSeq:WP_148299956.1, SO:0001217, UniParc:UPI000A841633, UniRef:UniRef100_UPI000A841633, UniRef:UniRef50_UPI000A841633, UniRef:UniRef90_UPI000A841633
pQBR23_contig_1	38848	39192	+	PQBR23_00295	12.5	6.7		RefSeq:WP_023383643.1, SO:0001217, UniParc:UPI0003C06A3C, UniRef:UniRef100_UPI0003C06A3C, UniRef:UniRef50_UPI0003C06A3C, UniRef:UniRef90_UPI0003C06A3C
pQBR23_contig_1	40192	40452	+	PQBR23_00310	9.2	10.0		
pQBR23_contig_1	40767	41159	-	PQBR23_00315	14.8	9.6		
pQBR23_contig_1	41309	41524	+	PQBR23_00320	7.9	7.7		RefSeq:WP_023383649.1, SO:0001217, UniParc:UPI0003C06E09, UniRef:UniRef100_UPI0003C06E09, UniRef:UniRef50_UPI0003C06E09, UniRef:UniRef90_UPI0003C06E09
pQBR23_contig_1	41964	42233	+	PQBR23_00325	10.0	4.9		RefSeq:WP_023383650.1, SO:0001217, UniParc:UPI0003C06D26, UniRef:UniRef100_UPI0003C06D26, UniRef:UniRef50_UPI0003C06D26, UniRef:UniRef90_UPI0003C06D26
pQBR23_contig_1	44051	44173	+	PQBR23_00345	4.4	9.2		
pQBR23_contig_1	44263	44514	+	PQBR23_00350	9.0	7.9		SO:0001217, UniRef:UniRef50_UPI000F0074AC, UniRef:UniRef90_UPI0011DC7F0A
pQBR23_contig_1	44607	44771	+	PQBR23_00355	6.1	4.5		RefSeq:WP_158491107.1, SO:0001217, UniParc:UPI00130D9844, UniRef:UniRef100_UPI00130D9844, UniRef:UniRef50_UPI0018E83AE1, UniRef:UniRef90_UPI00130D9844
pQBR23_contig_1	44872	45180	+	PQBR23_00360	11.0	6.6		RefSeq:WP_023383654.1, SO:0001217, UniParc:UPI0003C0AD37, UniRef:UniRef100_UPI0003C0AD37, UniRef:UniRef50_UPI0003C0AD37, UniRef:UniRef90_UPI0003C0AD37
pQBR23_contig_1	47055	47222	+	PQBR23_00395	5.8	12.0		
pQBR23_contig_1	47317	47442	+	PQBR23_00400	4.3	9.5		
pQBR23_contig_1	56441	56689	-	PQBR23_00495	8.5	5.7		RefSeq:WP_023383676.1, SO:0001217, UniParc:UPI0003C0ABDF, UniRef:UniRef100_A0A3M4K3N8, UniRef:UniRef50_A0A3M4K3N8, UniRef:UniRef90_A0A3M4K3N8
pQBR23_contig_1	61836	62090	+	PQBR23_00545	9.6	5.2		
pQBR23_contig_1	62217	62507	+	PQBR23_00550	10.9	7.0		
pQBR23_contig_1	130164	130409	+	PQBR23_00985	8.3	6.5		RefSeq:WP_135002420.1, SO:0001217, UniParc:UPI000A64AB45, UniRef:UniRef100_A0A2A3LXI2, UniRef:UniRef50_A0A1L7NPF7, UniRef:UniRef90_A0A2A3LXI2
pQBR23_contig_1	148262	148480	+	PQBR23_01105	8.6	10.3		
pQBR23_contig_1	150438	150536	-	PQBR23_01125	3.8	9.3		
pQBR23_contig_1	172042	172473	+	PQBR23_01260	16.2	8.7		RefSeq:WP_230960218.1, SO:0001217, UniParc:UPI000A6772C6, UniRef:UniRef100_UPI000A6772C6, UniRef:UniRef50_UPI000A6772C6, UniRef:UniRef90_UPI000A6772C6
pQBR23_contig_1	173510	174223	-	PQBR23_01270	24.6	4.6	PF18554.4|PheRS_DBD2	PFAM:PF18554.4
pQBR23_contig_1	176246	176425	+	PQBR23_01285	6.7	4.5		
pQBR23_contig_1	180739	180849	+	PQBR23_01315	3.7	5.9		
pQBR23_contig_1	180810	181562	-	PQBR23_01320	28.2	8.7	PF00990.24|GGDEF	PFAM:PF00990.24
pQBR23_contig_1	182696	183169	-	PQBR23_01330	17.2	9.3		
pQBR23_contig_1	251518	251625	+	PQBR23_01735	4.0	9.4		SO:0001217, UniParc:UPI0008E4DEB7, UniRef:UniRef100_A0A1I0UV63, UniRef:UniRef50_A0A1I0UV63, UniRef:UniRef90_A0A1I0UV63
pQBR23_contig_1	280438	280674	+	PQBR23_01935	8.6	4.5		
pQBR23_contig_1	306386	306682	-	PQBR23_02050	10.8	4.8		
pQBR23_contig_1	338816	339097	-	PQBR23_02175	9.8	6.0		
pQBR23_contig_1	356857	357543	-	PQBR23_02275	24.2	4.9		RefSeq:WP_041925781.1, SO:0001217, UniParc:UPI0005A53576, UniRef:UniRef100_A0A2A3M1J8, UniRef:UniRef50_A0A1L7NNS8, UniRef:UniRef90_A0A2A3M1J8
pQBR23_contig_1	360243	360791	-	PQBR23_02290	19.3	11.5		
