# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQG3rel05_contig_1	cds	1	1524	+	pQG3rel05_00005	dnaB	replicative DNA helicase	SO:0001217, UniRef:UniRef50_A0A522M6A2, UniRef:UniRef90_UPI001B33B480
pQG3rel05_contig_1	cds	1609	3006	+	pQG3rel05_00010	dnaB	replicative DNA helicase	COG:COG0305, COG:L, RefSeq:WP_064363754.1, SO:0001217, UniParc:UPI0006CCC183, UniRef:UniRef100_UPI0006CCC183, UniRef:UniRef50_A0A0H3YZB3, UniRef:UniRef90_C3KE71
pQG3rel05_contig_1	cds	3422	3976	+	pQG3rel05_00015	iclR	IclR family transcriptional regulator	RefSeq:WP_064363753.1, SO:0001217, UniParc:UPI0006CC610D, UniRef:UniRef100_UPI0006CC610D, UniRef:UniRef50_S2F660, UniRef:UniRef90_UPI0006CC610D
pQG3rel05_contig_1	cds	4318	4500	+	pQG3rel05_00020		Peptide chain release factor 2	RefSeq:WP_064363752.1, SO:0001217, UniParc:UPI0006CC4C19, UniRef:UniRef100_UPI0006CC4C19, UniRef:UniRef50_A0A0D5MA93, UniRef:UniRef90_UPI0006CC4C19
pQG3rel05_contig_1	cds	4519	4770	+	pQG3rel05_00025	ardR	Antirestriction protein ArdR	RefSeq:WP_064363751.1, SO:0001217, UniParc:UPI0006CD88A9, UniRef:UniRef100_UPI0006CD88A9, UniRef:UniRef50_A0A024EMA6, UniRef:UniRef90_A0A024EMA6
pQG3rel05_contig_1	cds	4824	5048	+	pQG3rel05_00030		MmcQ/YjbR family DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A2K4L1L6, UniRef:UniRef90_A0A2K4L1L6
pQG3rel05_contig_1	cds	5233	5721	+	pQG3rel05_00035		DUF4375 domain-containing protein	RefSeq:WP_064363749.1, SO:0001217, UniParc:UPI0006CCBCC7, UniRef:UniRef100_UPI0006CCBCC7, UniRef:UniRef50_A0A1L7NP78, UniRef:UniRef90_UPI0006CCBCC7
pQG3rel05_contig_1	cds	5928	6158	+	pQG3rel05_00040		Cytidine deaminase	RefSeq:WP_064363748.1, SO:0001217, UniParc:UPI0006CD0178, UniRef:UniRef100_UPI0006CD0178, UniRef:UniRef50_A0A2K4L1N2, UniRef:UniRef90_UPI0006CD0178
pQG3rel05_contig_1	cds	6175	6330	+	pQG3rel05_00045	nepR	NepR domain-containing protein	RefSeq:WP_161806079.1, SO:0001217, UniParc:UPI000B2280C4, UniRef:UniRef100_UPI000B2280C4, UniRef:UniRef50_A0A1H4ZMD4, UniRef:UniRef90_UPI000B2280C4
pQG3rel05_contig_1	cds	6267	6689	-	pQG3rel05_00050		hypothetical protein	
