#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR124_contig_1	50861	50986	-	PQBR124_00270	4.3	5.5		
pQBR124_contig_1	110876	111085	-	PQBR124_00545	6.9	4.5		
pQBR124_contig_1	112316	112453	+	PQBR124_00560	4.8	6.0		
pQBR124_contig_1	114036	114191	+	PQBR124_00585	5.7	4.5		RefSeq:WP_234288219.1, SO:0001217, UniParc:UPI001F17EDEF, UniRef:UniRef100_UPI001F17EDEF, UniRef:UniRef50_UPI001F17EDEF, UniRef:UniRef90_UPI001F17EDEF
pQBR124_contig_1	138749	139159	-	PQBR124_00705	14.9	4.9		
pQBR124_contig_1	161084	161278	-	PQBR124_00820	6.6	4.5		
pQBR124_contig_1	186922	187155	+	PQBR124_00975	8.4	6.0		RefSeq:WP_193069103.1, SO:0001217, UniParc:UPI0018676085, UniRef:UniRef100_UPI0018676085, UniRef:UniRef50_UPI0018676085, UniRef:UniRef90_UPI0018676085
pQBR124_contig_1	208443	208871	-	PQBR124_01115	15.8	4.4		RefSeq:WP_193069118.1, SO:0001217, UniParc:UPI00186696EF, UniRef:UniRef100_UPI00186696EF, UniRef:UniRef50_UPI00186696EF, UniRef:UniRef90_UPI00186696EF
pQBR124_contig_1	208898	209533	-	PQBR124_01120	22.4	6.0		SO:0001217, UniRef:UniRef50_UPI0003027605, UniRef:UniRef90_UPI0003027605
pQBR124_contig_1	209918	210235	-	PQBR124_01130	12.0	9.7		RefSeq:WP_193069121.1, SO:0001217, UniParc:UPI00186740E3, UniRef:UniRef100_UPI00186740E3, UniRef:UniRef50_A0A166QN72, UniRef:UniRef90_UPI00186740E3
pQBR124_contig_1	210666	210875	+	PQBR124_01135	6.9	4.5		
pQBR124_contig_1	217030	217125	-	PQBR124_01170	3.5	10.8		
pQBR124_contig_1	247075	247248	-	PQBR124_01350	6.4	9.2		
pQBR124_contig_1	265346	265534	+	PQBR124_01455	6.6	8.8		
pQBR124_contig_1	273665	273850	+	PQBR124_01530	6.7	8.1		RefSeq:WP_193068968.1, SO:0001217, UniParc:UPI001867877B, UniRef:UniRef100_UPI001867877B, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_UPI001867877B
pQBR124_contig_1	276398	276559	-	PQBR124_01555	5.7	5.8		RefSeq:WP_193068971.1, SO:0001217, UniParc:UPI00186823AD, UniRef:UniRef100_UPI00186823AD, UniRef:UniRef50_UPI00186823AD, UniRef:UniRef90_UPI00186823AD
pQBR124_contig_1	284802	284969	-	PQBR124_01625	6.1	11.6		
pQBR124_contig_1	310095	310208	+	PQBR124_01845	4.3	6.5		
pQBR124_contig_1	368413	368559	+	PQBR124_02320	5.4	8.3		
pQBR124_contig_1	378759	378923	-	PQBR124_02395	5.6	9.4		SO:0001217, UniRef:UniRef50_UPI0009F497D4, UniRef:UniRef90_UPI0009F497D4
pQBR124_contig_1	390507	391100	-	PQBR124_02480	21.6	9.1		
pQBR124_contig_1	405684	405962	-	PQBR124_02570	10.1	10.8		
