# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQBR50_contig_1	cds	8	1117	-	PQBR50_00005	pcoB	Uncharacterized conserved protein involved in copper resistance	COG:COG3667, COG:P, SO:0001217, UniRef:UniRef50_A0A5E7U2N9, UniRef:UniRef90_V9V6U1
pQBR50_contig_1	cds	1077	1394	-	PQBR50_00010	pcoB	Uncharacterized conserved protein involved in copper resistance	COG:COG3667, COG:P, RefSeq:WP_061405729.1, SO:0001217, UniParc:UPI0002EF6FCB, UniRef:UniRef100_A0A5F0WJS3, UniRef:UniRef50_B1J3Z5, UniRef:UniRef90_V9V7E8
pQBR50_contig_1	cds	1409	3418	-	PQBR50_00015		Copper resistance system multicopper oxidase	RefSeq:WP_010955860.1, SO:0001217, UniParc:UPI000000FDFB, UniRef:UniRef100_A0A4U9MS50, UniRef:UniRef50_P12374, UniRef:UniRef90_A0A7W2LER0
pQBR50_contig_1	cds	3602	3808	-	PQBR50_00020		Signal peptide protein	RefSeq:WP_019752835.1, SO:0001217, UniParc:UPI0002EAA3F2, UniRef:UniRef100_V9V559, UniRef:UniRef50_B1JFS1, UniRef:UniRef90_V9V559
pQBR50_contig_1	cds	4000	4359	-	PQBR50_00025		Periplasmic heavy metal sensor	RefSeq:WP_010955862.1, SO:0001217, UniParc:UPI000000FDFD, UniRef:UniRef100_A0A059V6C2, UniRef:UniRef50_A0A0K1QJ35, UniRef:UniRef90_A0A059V6C2
pQBR50_contig_1	cds	4525	5229	+	PQBR50_00030	ompR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	COG:COG0745, COG:TK, SO:0001217, UniRef:UniRef50_V9WL81, UniRef:UniRef90_A0A2J7YAF0
pQBR50_contig_1	cds	5226	6635	+	PQBR50_00035	baeS	Signal transduction histidine kinase	COG:COG0642, COG:T, SO:0001217, UniParc:UPI000000FDFF, UniRef:UniRef100_Q88BZ9, UniRef:UniRef50_A0A1G8F4Y1, UniRef:UniRef90_Q88BZ9
pQBR50_contig_1	cds	6672	7022	+	PQBR50_00040	copL	CopL family metal-binding regulatory protein	RefSeq:WP_061405730.1, SO:0001217, UniParc:UPI0002D52A60, UniRef:UniRef100_A0A2V4F5B3, UniRef:UniRef50_A0A7W2QI33, UniRef:UniRef90_V9V8D7
pQBR50_contig_1	cds	7112	8365	+	PQBR50_00045	tolC	Outer membrane protein TolC	COG:COG1538, COG:M, RefSeq:WP_010955865.1, SO:0001217, UniParc:UPI000000FE00, UniRef:UniRef100_A0A4U9MSR5, UniRef:UniRef50_A0A0C5E1C5, UniRef:UniRef90_V9V565
pQBR50_contig_1	cds	8362	9834	+	PQBR50_00050	cusF	Periplasmic Cu and Ag efflux protein CusF	COG:COG5569, COG:P, RefSeq:WP_010955866.1, SO:0001217, UniParc:UPI000000FE01, UniRef:UniRef100_A0A4V6K0J0, UniRef:UniRef50_A0A172YZX5, UniRef:UniRef90_A0A0S4I6S0
