#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG1rel04_contig_1	53476	53601	-	pQG1rel04_00285	4.3	5.5		
pQG1rel04_contig_1	107660	107773	+	pQG1rel04_00535	4.3	10.5		
pQG1rel04_contig_1	129836	130138	-	pQG1rel04_00645	11.2	8.9		
pQG1rel04_contig_1	151261	151425	+	pQG1rel04_00755	6.3	7.7		
pQG1rel04_contig_1	179482	179724	+	pQG1rel04_00910	8.6	6.5		
pQG1rel04_contig_1	180908	181486	+	pQG1rel04_00925	21.5	4.1		
pQG1rel04_contig_1	182091	182240	-	pQG1rel04_00935	5.3	5.4		
pQG1rel04_contig_1	195463	195699	+	pQG1rel04_01025	8.7	5.1		
pQG1rel04_contig_1	244410	245009	-	pQG1rel04_01325	22.0	5.3		
pQG1rel04_contig_1	277409	278101	+	pQG1rel04_01525	23.1	4.3		
pQG1rel04_contig_1	290242	290538	-	pQG1rel04_01585	10.7	7.7		
pQG1rel04_contig_1	301491	301631	+	pQG1rel04_01650	5.2	6.0	PF07963.15|N_methyl	PFAM:PF07963.15
pQG1rel04_contig_1	301952	302161	+	pQG1rel04_01655	7.0	5.2		
pQG1rel04_contig_1	302334	302537	+	pQG1rel04_01660	7.9	5.7		
pQG1rel04_contig_1	308153	308248	-	pQG1rel04_01695	3.5	10.8		
pQG1rel04_contig_1	355000	355500	+	pQG1rel04_01965	18.5	9.0		RefSeq:WP_181087053.1, SO:0001217, UniParc:UPI0015E354D1, UniRef:UniRef100_UPI0015E354D1, UniRef:UniRef50_UPI0015E354D1, UniRef:UniRef90_UPI0015E354D1
pQG1rel04_contig_1	355526	355957	-	pQG1rel04_01970	16.1	9.8	PF08279.15|HTH_11, PF12728.10|HTH_17, PF13384.9|HTH_23, PF13404.9|HTH_AsnC-type	PFAM:PF08279.15, PFAM:PF12728.10, PFAM:PF13384.9, PFAM:PF13404.9
pQG1rel04_contig_1	356463	356651	+	pQG1rel04_01980	6.6	9.4		
pQG1rel04_contig_1	359395	360171	+	pQG1rel04_02005	30.1	6.5		
pQG1rel04_contig_1	361330	361557	+	pQG1rel04_02020	8.2	4.7		
pQG1rel04_contig_1	361541	361678	+	pQG1rel04_02025	5.1	10.0		
pQG1rel04_contig_1	367068	367253	+	pQG1rel04_02080	6.7	8.1		RefSeq:WP_193068968.1, SO:0001217, UniParc:UPI001867877B, UniRef:UniRef100_UPI001867877B, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_UPI001867877B
pQG1rel04_contig_1	374988	375362	+	pQG1rel04_02145	13.2	5.0		
pQG1rel04_contig_1	380564	380722	-	pQG1rel04_02185	5.8	11.6		
pQG1rel04_contig_1	385400	385684	-	pQG1rel04_02235	10.0	6.4		
pQG1rel04_contig_1	390536	390739	+	pQG1rel04_02275	7.2	4.9		
pQG1rel04_contig_1	406505	406618	+	pQG1rel04_02405	4.3	6.5		
pQG1rel04_contig_1	433460	434365	+	pQG1rel04_02635	33.0	10.3	PF13384.9|HTH_23	PFAM:PF13384.9
pQG1rel04_contig_1	446179	446433	+	pQG1rel04_02730	9.6	5.1		RefSeq:WP_221730296.1, SO:0001217, UniParc:UPI001C8B66E3, UniRef:UniRef100_UPI001C8B66E3, UniRef:UniRef50_UPI001C8B66E3, UniRef:UniRef90_UPI001C8B66E3
pQG1rel04_contig_1	455971	456372	+	pQG1rel04_02800	14.7	6.7		
pQG1rel04_contig_1	465750	465896	+	pQG1rel04_02865	5.3	8.3		
pQG1rel04_contig_1	480861	481454	-	pQG1rel04_02975	21.7	8.9		
