# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQG1rel04_contig_1	cds	1	1131	+	pQG1rel04_00005		Replication protein	SO:0001217, UniRef:UniRef50_A0A3M3DPG4, UniRef:UniRef90_A0A3M3DPG4
pQG1rel04_contig_1	cds	1228	1473	-	pQG1rel04_00010		Phage portal protein	RefSeq:WP_155007412.1, SO:0001217, UniParc:UPI0012B9AF55, UniRef:UniRef100_A0A7Y0WJU3, UniRef:UniRef50_A0A6I1NJG0, UniRef:UniRef90_A0A7Y0WJU3
pQG1rel04_contig_1	cds	2550	2993	+	pQG1rel04_00015	lrgA	Antiholin-like protein LrgA	RefSeq:WP_078465895.1, SO:0001217, UniParc:UPI00099882E3, UniRef:UniRef100_A0A7Y0WK04, UniRef:UniRef50_A0A1X0ZH10, UniRef:UniRef90_A0A7Y0WK04
pQG1rel04_contig_1	cds	2993	3403	+	pQG1rel04_00020		Peroxin-19	SO:0001217, UniRef:UniRef50_A0A1D3K7H8, UniRef:UniRef90_A4V7E3
pQG1rel04_contig_1	cds	3400	3729	+	pQG1rel04_00025		Peroxin-19	RefSeq:WP_078465893.1, SO:0001217, UniParc:UPI00099677B8, UniRef:UniRef100_A0A7Y0WK49, UniRef:UniRef50_A4V7E4, UniRef:UniRef90_A4V7E4
pQG1rel04_contig_1	cds	3726	4004	-	pQG1rel04_00030		DUF5598 domain-containing protein	SO:0001217, UniParc:UPI000997BCBB, UniRef:UniRef100_A0A1T1IXL6, UniRef:UniRef50_A0A3M3DPP4, UniRef:UniRef90_A0A3M3DPP4
pQG1rel04_contig_1	cds	4163	4558	+	pQG1rel04_00035		Response regulatory domain-containing protein	RefSeq:WP_078465891.1, SO:0001217, UniParc:UPI00099615DC, UniRef:UniRef100_A0A7Y0WK09, UniRef:UniRef50_A0A3M3DQF6, UniRef:UniRef90_A4V7E5
pQG1rel04_contig_1	cds	4567	5199	+	pQG1rel04_00040		Lipoprotein	RefSeq:WP_169904130.1, SO:0001217, UniParc:UPI0014765DDE, UniRef:UniRef100_A0A7Y0ZDR2, UniRef:UniRef50_A4V7E6, UniRef:UniRef90_A4V7E6
pQG1rel04_contig_1	cds	5196	5543	+	pQG1rel04_00045		Conserved domain protein	RefSeq:WP_011923250.1, SO:0001217, UniParc:UPI00015066BE, UniRef:UniRef100_A4V7E7, UniRef:UniRef50_A0A0C2S1G5, UniRef:UniRef90_A4V7E7
pQG1rel04_contig_1	cds	5554	6021	+	pQG1rel04_00050		Conserved domain protein	RefSeq:WP_169904131.1, SO:0001217, UniParc:UPI00147570D9, UniRef:UniRef100_A0A7Y0ZDG5, UniRef:UniRef50_A0A0C2MQG6, UniRef:UniRef90_A0A3M3DP95
pQG1rel04_contig_1	cds	6119	7054	+	pQG1rel04_00055		DUF1376 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1D3K7G8, UniRef:UniRef90_A0A1D3K7G8
pQG1rel04_contig_1	cds	7171	8991	+	pQG1rel04_00060	parB	ParB domain-containing protein	KEGG:K03497, SO:0001217, UniRef:UniRef50_A0A212BJ65, UniRef:UniRef90_A0A3M3DS96
pQG1rel04_contig_1	cds	9033	9506	+	pQG1rel04_00065		PRTRC system protein E	RefSeq:WP_169904133.1, SO:0001217, UniParc:UPI001474C03A, UniRef:UniRef100_A0A7Y0WJV9, UniRef:UniRef50_A0A0G4E6D3, UniRef:UniRef90_A4V7F1
pQG1rel04_contig_1	cds	9516	9728	+	pQG1rel04_00070		PRTRC system protein C	RefSeq:WP_078465885.1, SO:0001217, UniParc:UPI000659CAD9, UniRef:UniRef100_A0A7Y0WJZ6, UniRef:UniRef50_F1LIR8, UniRef:UniRef90_A0A1D3K7L0
pQG1rel04_contig_1	cds	9831	11285	+	pQG1rel04_00075		Histidine kinase	SO:0001217, UniRef:UniRef50_A4V7F2, UniRef:UniRef90_A4V7F2
pQG1rel04_contig_1	cds	11414	12928	+	pQG1rel04_00080	tnp	IS21 family ISPsy40 transposase	IS:ISPsy40, RefSeq:WP_034000381.1, SO:0001217, UniParc:UPI00053E2EAA, UniRef:UniRef100_A0A514C8M9, UniRef:UniRef50_A0A3M3EEK6, UniRef:UniRef90_J2NI78
pQG1rel04_contig_1	cds	12949	13704	+	pQG1rel04_00085	istB	IS21-like element ISPre4 family helper ATPase IstB	BlastRules:WP_011077977, RefSeq:WP_034000379.1, SO:0001217, UniParc:UPI00053E79E4, UniRef:UniRef100_A0A514C8B7, UniRef:UniRef50_A0A3M3YK77, UniRef:UniRef90_A0A3M3EH42
pQG1rel04_contig_1	cds	13912	14610	+	pQG1rel04_00090		PRTRC system protein B	RefSeq:WP_116827401.1, SO:0001217, UniParc:UPI0006586D4D, UniRef:UniRef100_A0A7Y0WJW1, UniRef:UniRef50_A0A0C2S4H2, UniRef:UniRef90_A0A3M3DP73
pQG1rel04_contig_1	cds	14607	15383	+	pQG1rel04_00095	thiF	ThiF domain-containing protein	RefSeq:WP_169904135.1, SO:0001217, UniParc:UPI0014737ADC, UniRef:UniRef100_A0A7Y0WJV0, UniRef:UniRef50_A0A5P9WA27, UniRef:UniRef90_A4V7F4
pQG1rel04_contig_1	cds	15365	15661	-	pQG1rel04_00100		Ferredoxin	SO:0001217, UniRef:UniRef50_A0A3M3DQE6, UniRef:UniRef90_A0A7Y0WJT3
pQG1rel04_contig_1	cds	15865	17262	+	pQG1rel04_00105		Exodeoxyribonuclease I	RefSeq:WP_116827399.1, SO:0001217, UniParc:UPI000E321847, UniRef:UniRef100_UPI000E321847, UniRef:UniRef50_A0A1X0ZMB9, UniRef:UniRef90_A0A1T1IXK6
pQG1rel04_contig_1	cds	17266	18018	+	pQG1rel04_00110		DUF89 domain-containing protein	RefSeq:WP_169904138.1, SO:0001217, UniParc:UPI00147347AA, UniRef:UniRef100_A0A7Y0WJX8, UniRef:UniRef50_A0A0C2NER0, UniRef:UniRef90_A4V7F7
pQG1rel04_contig_1	cds	18022	18999	+	pQG1rel04_00115		Tetratricopeptide repeat protein	RefSeq:WP_169904139.1, SO:0001217, UniParc:UPI0014762DC2, UniRef:UniRef100_A0A7Y0WK41, UniRef:UniRef50_A4V7F8, UniRef:UniRef90_A4V7F8
pQG1rel04_contig_1	cds	19157	20266	+	pQG1rel04_00120	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, KEGG:K02338, RefSeq:WP_169904140.1, SO:0001217, UniParc:UPI001472F006, UniRef:UniRef100_A0A7Y0WJZ9, UniRef:UniRef50_A4V7F9, UniRef:UniRef90_A4V7F9
pQG1rel04_contig_1	cds	20289	21887	+	pQG1rel04_00125		RNA-pol-sigma70 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3DP81, UniRef:UniRef90_A0A3M3DP81
pQG1rel04_contig_1	cds	21884	22252	+	pQG1rel04_00130		SCP2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3DRX5
pQG1rel04_contig_1	cds	22204	22659	-	pQG1rel04_00135		DUF4129 domain-containing protein	RefSeq:WP_169904142.1, SO:0001217, UniParc:UPI00147338D8, UniRef:UniRef100_A0A7Y0ZDM9, UniRef:UniRef50_A0A7Y0ZDM9, UniRef:UniRef90_A0A7Y0ZDM9
pQG1rel04_contig_1	cds	22781	23329	+	pQG1rel04_00140		Phage tail protein	RefSeq:WP_078466149.1, SO:0001217, UniParc:UPI0009975297, UniRef:UniRef100_A0A7Y0ZDG0, UniRef:UniRef50_A0A0C2MQF7, UniRef:UniRef90_A0A1E4X380
pQG1rel04_contig_1	cds	23360	23734	+	pQG1rel04_00145	ykgJ	YkgJ family cysteine cluster protein	SO:0001217, UniRef:UniRef50_A0A166QLU0, UniRef:UniRef90_A0A1T1IXI4
pQG1rel04_contig_1	cds	23793	24794	+	pQG1rel04_00150		Twin-arginine translocation signal domain-containing protein	RefSeq:WP_116827395.1, SO:0001217, UniParc:UPI0002ECCF77, UniRef:UniRef100_A4V7G3, UniRef:UniRef50_A0A2E7E5H1, UniRef:UniRef90_A4V7G3
pQG1rel04_contig_1	cds	24852	25151	+	pQG1rel04_00155		DUF1421 domain-containing protein	RefSeq:WP_007250502.1, SO:0001217, UniParc:UPI000209453F, UniRef:UniRef100_A0A8T8CAT5, UniRef:UniRef50_A0A3M3DRZ3, UniRef:UniRef90_A0A3M3DRZ3
pQG1rel04_contig_1	cds	25189	26124	-	pQG1rel04_00160		CheB-type methylesterase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3DS76, UniRef:UniRef90_A0A3M3DS76
pQG1rel04_contig_1	cds	26121	31961	-	pQG1rel04_00165		histidine kinase	RefSeq:WP_169904143.1, SO:0001217, UniParc:UPI00147672D5, UniRef:UniRef100_A0A7Y0WJU6, UniRef:UniRef50_A4V7G6, UniRef:UniRef90_A4V7G6
pQG1rel04_contig_1	cds	31954	32745	-	pQG1rel04_00170		CheR-type methyltransferase domain-containing protein	RefSeq:WP_011923270.1, SO:0001217, UniParc:UPI00015066E9, UniRef:UniRef100_A0A1T1IY96, UniRef:UniRef50_A0A0C2S1F1, UniRef:UniRef90_A0A1E4X940
pQG1rel04_contig_1	cds	32748	34739	-	pQG1rel04_00175		Methyl-accepting transducer domain-containing protein	RefSeq:WP_169904144.1, SO:0001217, UniParc:UPI0014747E7B, UniRef:UniRef100_A0A7Y0WKL8, UniRef:UniRef50_A0A1E4X922, UniRef:UniRef90_A0A1E4X922
pQG1rel04_contig_1	cds	34762	35247	-	pQG1rel04_00180		CheW-like domain-containing protein	RefSeq:WP_162886998.1, SO:0001217, UniParc:UPI0013C373AF, UniRef:UniRef100_A0A7Y0WJU5, UniRef:UniRef50_A0A1X0ZNY1, UniRef:UniRef90_A0A1E4X983
pQG1rel04_contig_1	cds	35240	35620	-	pQG1rel04_00185		Transcriptional regulator	RefSeq:WP_011923273.1, SO:0001217, UniParc:UPI0001506701, UniRef:UniRef100_A0A7Y0WJU4, UniRef:UniRef50_A0A379PIG9, UniRef:UniRef90_A0A1E4X938
pQG1rel04_contig_1	cds	35740	36417	+	pQG1rel04_00190	rusA	RusA family crossover junction endodeoxyribonuclease	RefSeq:WP_011923274.1, SO:0001217, UniParc:UPI0001506702, UniRef:UniRef100_A4V7H1, UniRef:UniRef50_A0A1E4X943, UniRef:UniRef90_A4V7H1
