# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQG1rel06_contig_1	cds	1	1131	+	pQG1rel06_00005		Replication protein	SO:0001217, UniRef:UniRef50_A0A3M3DPG4, UniRef:UniRef90_A0A3M3DPG4
pQG1rel06_contig_1	cds	1228	1473	-	pQG1rel06_00010		Phage portal protein	RefSeq:WP_155007412.1, SO:0001217, UniParc:UPI0012B9AF55, UniRef:UniRef100_A0A7Y0WJU3, UniRef:UniRef50_A0A6I1NJG0, UniRef:UniRef90_A0A7Y0WJU3
pQG1rel06_contig_1	cds	2550	2993	+	pQG1rel06_00015	lrgA	Antiholin-like protein LrgA	RefSeq:WP_078465895.1, SO:0001217, UniParc:UPI00099882E3, UniRef:UniRef100_A0A7Y0WK04, UniRef:UniRef50_A0A1X0ZH10, UniRef:UniRef90_A0A7Y0WK04
pQG1rel06_contig_1	cds	2993	3403	+	pQG1rel06_00020		Peroxin-19	RefSeq:WP_078465894.1, SO:0001217, UniParc:UPI000997BB95, UniRef:UniRef100_A0A7Y0WJY1, UniRef:UniRef50_A0A1D3K7H8, UniRef:UniRef90_A4V7E3
pQG1rel06_contig_1	cds	3400	3729	+	pQG1rel06_00025		Peroxin-19	RefSeq:WP_078465893.1, SO:0001217, UniParc:UPI00099677B8, UniRef:UniRef100_A0A7Y0WK49, UniRef:UniRef50_A4V7E4, UniRef:UniRef90_A4V7E4
pQG1rel06_contig_1	cds	3726	4004	-	pQG1rel06_00030		DUF5598 domain-containing protein	SO:0001217, UniParc:UPI000997BCBB, UniRef:UniRef100_A0A1T1IXL6, UniRef:UniRef50_A0A3M3DPP4, UniRef:UniRef90_A0A3M3DPP4
pQG1rel06_contig_1	cds	4163	4558	+	pQG1rel06_00035		Response regulatory domain-containing protein	RefSeq:WP_078465891.1, SO:0001217, UniParc:UPI00099615DC, UniRef:UniRef100_A0A7Y0WK09, UniRef:UniRef50_A0A3M3DQF6, UniRef:UniRef90_A4V7E5
pQG1rel06_contig_1	cds	4567	5199	+	pQG1rel06_00040		Lipoprotein	RefSeq:WP_169904130.1, SO:0001217, UniParc:UPI0014765DDE, UniRef:UniRef100_A0A7Y0ZDR2, UniRef:UniRef50_A4V7E6, UniRef:UniRef90_A4V7E6
pQG1rel06_contig_1	cds	5196	5543	+	pQG1rel06_00045		Conserved domain protein	RefSeq:WP_011923250.1, SO:0001217, UniParc:UPI00015066BE, UniRef:UniRef100_A4V7E7, UniRef:UniRef50_A0A0C2S1G5, UniRef:UniRef90_A4V7E7
pQG1rel06_contig_1	cds	5554	6021	+	pQG1rel06_00050		Conserved domain protein	RefSeq:WP_169904131.1, SO:0001217, UniParc:UPI00147570D9, UniRef:UniRef100_A0A7Y0ZDG5, UniRef:UniRef50_A0A0C2MQG6, UniRef:UniRef90_A0A3M3DP95
pQG1rel06_contig_1	cds	6119	7054	+	pQG1rel06_00055		DUF1376 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1D3K7G8, UniRef:UniRef90_A0A1D3K7G8
pQG1rel06_contig_1	cds	7171	8991	+	pQG1rel06_00060	parB	ParB domain-containing protein	KEGG:K03497, SO:0001217, UniRef:UniRef50_A0A212BJ65, UniRef:UniRef90_A0A3M3DS96
pQG1rel06_contig_1	cds	9033	9506	+	pQG1rel06_00065		PRTRC system protein E	RefSeq:WP_169904133.1, SO:0001217, UniParc:UPI001474C03A, UniRef:UniRef100_A0A7Y0WJV9, UniRef:UniRef50_A0A0G4E6D3, UniRef:UniRef90_A4V7F1
pQG1rel06_contig_1	cds	9516	9728	+	pQG1rel06_00070		PRTRC system protein C	RefSeq:WP_078465885.1, SO:0001217, UniParc:UPI000659CAD9, UniRef:UniRef100_A0A7Y0WJZ6, UniRef:UniRef50_F1LIR8, UniRef:UniRef90_A0A1D3K7L0
pQG1rel06_contig_1	cds	9831	11297	+	pQG1rel06_00075		Histidine kinase	RefSeq:WP_169904134.1, SO:0001217, UniParc:UPI001474A35A, UniRef:UniRef100_A0A7Y0WKN3, UniRef:UniRef50_A4V7F2, UniRef:UniRef90_A4V7F2
pQG1rel06_contig_1	cds	11284	11982	+	pQG1rel06_00080		PRTRC system protein B	RefSeq:WP_116827401.1, SO:0001217, UniParc:UPI0006586D4D, UniRef:UniRef100_A0A7Y0WJW1, UniRef:UniRef50_A0A0C2S4H2, UniRef:UniRef90_A0A3M3DP73
pQG1rel06_contig_1	cds	11979	12755	+	pQG1rel06_00085	thiF	ThiF domain-containing protein	RefSeq:WP_169904135.1, SO:0001217, UniParc:UPI0014737ADC, UniRef:UniRef100_A0A7Y0WJV0, UniRef:UniRef50_A0A5P9WA27, UniRef:UniRef90_A4V7F4
pQG1rel06_contig_1	cds	12737	13033	-	pQG1rel06_00090		Ferredoxin	SO:0001217, UniRef:UniRef50_A0A3M3DQE6, UniRef:UniRef90_A0A7Y0WJT3
pQG1rel06_contig_1	cds	13237	14634	+	pQG1rel06_00095		Exodeoxyribonuclease I	RefSeq:WP_169904137.1, SO:0001217, UniParc:UPI001473AD54, UniRef:UniRef100_A0A7Y0WJZ5, UniRef:UniRef50_A0A1X0ZMB9, UniRef:UniRef90_A0A1T1IXK6
pQG1rel06_contig_1	cds	14638	15390	+	pQG1rel06_00100		DUF89 domain-containing protein	RefSeq:WP_169904138.1, SO:0001217, UniParc:UPI00147347AA, UniRef:UniRef100_A0A7Y0WJX8, UniRef:UniRef50_A0A0C2NER0, UniRef:UniRef90_A4V7F7
pQG1rel06_contig_1	cds	15394	16371	+	pQG1rel06_00105		Tetratricopeptide repeat protein	RefSeq:WP_169904139.1, SO:0001217, UniParc:UPI0014762DC2, UniRef:UniRef100_A0A7Y0WK41, UniRef:UniRef50_A4V7F8, UniRef:UniRef90_A4V7F8
pQG1rel06_contig_1	cds	16529	17638	+	pQG1rel06_00110	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, KEGG:K02338, RefSeq:WP_169904140.1, SO:0001217, UniParc:UPI001472F006, UniRef:UniRef100_A0A7Y0WJZ9, UniRef:UniRef50_A4V7F9, UniRef:UniRef90_A4V7F9
pQG1rel06_contig_1	cds	17661	19259	+	pQG1rel06_00115		RNA-pol-sigma70 domain-containing protein	RefSeq:WP_169904141.1, SO:0001217, UniParc:UPI001473E3EE, UniRef:UniRef100_A0A7Y0ZDQ7, UniRef:UniRef50_A0A3M3DP81, UniRef:UniRef90_A0A3M3DP81
pQG1rel06_contig_1	cds	19256	19624	+	pQG1rel06_00120		SCP2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3DRX5
pQG1rel06_contig_1	cds	19576	20031	-	pQG1rel06_00125		DUF4129 domain-containing protein	RefSeq:WP_169904142.1, SO:0001217, UniParc:UPI00147338D8, UniRef:UniRef100_A0A7Y0ZDM9, UniRef:UniRef50_A0A7Y0ZDM9, UniRef:UniRef90_A0A7Y0ZDM9
pQG1rel06_contig_1	cds	20153	20701	+	pQG1rel06_00130		Phage tail protein	RefSeq:WP_078466149.1, SO:0001217, UniParc:UPI0009975297, UniRef:UniRef100_A0A7Y0ZDG0, UniRef:UniRef50_A0A0C2MQF7, UniRef:UniRef90_A0A1E4X380
pQG1rel06_contig_1	cds	20732	21106	+	pQG1rel06_00135	ykgJ	YkgJ family cysteine cluster protein	SO:0001217, UniRef:UniRef50_A0A166QLU0, UniRef:UniRef90_A0A1T1IXI4
pQG1rel06_contig_1	cds	21165	22166	+	pQG1rel06_00140		Twin-arginine translocation signal domain-containing protein	RefSeq:WP_116827395.1, SO:0001217, UniParc:UPI0002ECCF77, UniRef:UniRef100_A4V7G3, UniRef:UniRef50_A0A2E7E5H1, UniRef:UniRef90_A4V7G3
pQG1rel06_contig_1	cds	22224	22523	+	pQG1rel06_00145		DUF1421 domain-containing protein	RefSeq:WP_007250502.1, SO:0001217, UniParc:UPI000209453F, UniRef:UniRef100_A0A8T8CAT5, UniRef:UniRef50_A0A3M3DRZ3, UniRef:UniRef90_A0A3M3DRZ3
pQG1rel06_contig_1	cds	22561	23496	-	pQG1rel06_00150		CheB-type methylesterase domain-containing protein	RefSeq:WP_011923268.1, SO:0001217, UniParc:UPI00015066E7, UniRef:UniRef100_A0A7Y0ZDM6, UniRef:UniRef50_A0A3M3DS76, UniRef:UniRef90_A0A3M3DS76
pQG1rel06_contig_1	cds	23493	29333	-	pQG1rel06_00155		histidine kinase	RefSeq:WP_169904143.1, SO:0001217, UniParc:UPI00147672D5, UniRef:UniRef100_A0A7Y0WJU6, UniRef:UniRef50_A4V7G6, UniRef:UniRef90_A4V7G6
pQG1rel06_contig_1	cds	29326	30117	-	pQG1rel06_00160		CheR-type methyltransferase domain-containing protein	RefSeq:WP_011923270.1, SO:0001217, UniParc:UPI00015066E9, UniRef:UniRef100_A0A1T1IY96, UniRef:UniRef50_A0A0C2S1F1, UniRef:UniRef90_A0A1E4X940
pQG1rel06_contig_1	cds	30120	32111	-	pQG1rel06_00165		Methyl-accepting transducer domain-containing protein	RefSeq:WP_169904144.1, SO:0001217, UniParc:UPI0014747E7B, UniRef:UniRef100_A0A7Y0WKL8, UniRef:UniRef50_A0A1E4X922, UniRef:UniRef90_A0A1E4X922
pQG1rel06_contig_1	cds	32134	32619	-	pQG1rel06_00170		CheW-like domain-containing protein	RefSeq:WP_162886998.1, SO:0001217, UniParc:UPI0013C373AF, UniRef:UniRef100_A0A7Y0WJU5, UniRef:UniRef50_A0A1X0ZNY1, UniRef:UniRef90_A0A1E4X983
pQG1rel06_contig_1	cds	32612	32992	-	pQG1rel06_00175		Transcriptional regulator	RefSeq:WP_011923273.1, SO:0001217, UniParc:UPI0001506701, UniRef:UniRef100_A0A7Y0WJU4, UniRef:UniRef50_A0A379PIG9, UniRef:UniRef90_A0A1E4X938
pQG1rel06_contig_1	cds	33112	33789	+	pQG1rel06_00180	rusA	RusA family crossover junction endodeoxyribonuclease	RefSeq:WP_011923274.1, SO:0001217, UniParc:UPI0001506702, UniRef:UniRef100_A4V7H1, UniRef:UniRef50_A0A1E4X943, UniRef:UniRef90_A4V7H1
pQG1rel06_contig_1	cds	33958	34818	+	pQG1rel06_00185	parB	putative chromosome-partitioning protein ParB	RefSeq:WP_011923275.1, SO:0001217, UniParc:UPI0001506703, UniRef:UniRef100_A4V7H2, UniRef:UniRef50_A0A1D3K7C0, UniRef:UniRef90_A0A1D3K7C0
pQG1rel06_contig_1	cds	34887	36602	+	pQG1rel06_00190		TPR-REGION domain-containing protein	RefSeq:WP_228758996.1, SO:0001217, UniParc:UPI001E52E9B7, UniRef:UniRef100_A0A7Y0WJW5, UniRef:UniRef50_A0A1E4X8Y2, UniRef:UniRef90_A0A1T1IYD8
