#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG1rel06_contig_1	50849	50974	-	pQG1rel06_00275	4.3	5.5		
pQG1rel06_contig_1	103842	103955	+	pQG1rel06_00520	4.3	10.5		
pQG1rel06_contig_1	153326	153490	+	pQG1rel06_00780	6.3	7.7		
pQG1rel06_contig_1	162960	163403	+	pQG1rel06_00845	16.3	5.1		RefSeq:WP_262502082.1, SO:0001217, UniParc:UPI0021CF48F5, UniRef:UniRef100_UPI0021CF48F5, UniRef:UniRef50_UPI0021CF48F5, UniRef:UniRef90_UPI0021CF48F5
pQG1rel06_contig_1	181530	181679	-	pQG1rel06_00945	5.3	5.4		
pQG1rel06_contig_1	193669	193986	-	pQG1rel06_01030	11.4	5.5		
pQG1rel06_contig_1	212899	213114	+	pQG1rel06_01120	8.1	10.2		
pQG1rel06_contig_1	229235	229531	-	pQG1rel06_01210	10.7	7.7		
pQG1rel06_contig_1	254782	254913	-	pQG1rel06_01335	4.7	10.0		
pQG1rel06_contig_1	254923	255330	-	pQG1rel06_01340	14.7	6.9		
pQG1rel06_contig_1	257837	258046	+	pQG1rel06_01360	7.0	5.2		
pQG1rel06_contig_1	258219	258422	+	pQG1rel06_01365	7.9	5.7		
pQG1rel06_contig_1	264038	264133	-	pQG1rel06_01400	3.5	10.8		
pQG1rel06_contig_1	308763	309266	+	pQG1rel06_01650	18.4	4.4		
pQG1rel06_contig_1	313440	313871	-	pQG1rel06_01675	16.1	10.0	PF08279.15|HTH_11, PF13384.9|HTH_23	PFAM:PF08279.15, PFAM:PF13384.9
pQG1rel06_contig_1	317395	317589	-	pQG1rel06_01705	7.0	5.1		
pQG1rel06_contig_1	318416	318523	+	pQG1rel06_01720	3.8	6.7		
pQG1rel06_contig_1	322706	322891	+	pQG1rel06_01760	6.7	8.1		RefSeq:WP_193068968.1, SO:0001217, UniParc:UPI001867877B, UniRef:UniRef100_UPI001867877B, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_UPI001867877B
pQG1rel06_contig_1	336182	336340	-	pQG1rel06_01860	5.8	11.6		
pQG1rel06_contig_1	370400	370564	-	pQG1rel06_02160	6.0	6.0		
pQG1rel06_contig_1	402021	402167	+	pQG1rel06_02405	5.3	8.3		
pQG1rel06_contig_1	417131	417724	-	pQG1rel06_02515	21.7	9.1		
