#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG1rel08_contig_1	39455	39613	+	pQG1rel08_00205	6.1	5.9		
pQG1rel08_contig_1	50851	50976	-	pQG1rel08_00280	4.3	5.5		
pQG1rel08_contig_1	67661	67759	+	pQG1rel08_00370	3.4	5.9		
pQG1rel08_contig_1	69471	69995	+	pQG1rel08_00385	19.2	8.9	PF07963.15|N_methyl	PFAM:PF07963.15
pQG1rel08_contig_1	103814	103927	+	pQG1rel08_00530	4.2	10.5		
pQG1rel08_contig_1	163008	163475	+	pQG1rel08_00800	16.7	9.1		RefSeq:WP_162886921.1, SO:0001217, UniParc:UPI0013C33300, UniRef:UniRef100_UPI0013C33300, UniRef:UniRef50_UPI0013C33300, UniRef:UniRef90_UPI0013C33300
pQG1rel08_contig_1	163488	163634	+	pQG1rel08_00805	5.4	6.1		SO:0001217, UniRef:UniRef50_UPI0011C3D2BD, UniRef:UniRef90_UPI0011C3D2BD
pQG1rel08_contig_1	164003	164176	+	pQG1rel08_00815	5.9	9.8		
pQG1rel08_contig_1	165554	165850	+	pQG1rel08_00830	10.8	4.1		RefSeq:WP_116826521.1, SO:0001217, UniParc:UPI000E31A7B2, UniRef:UniRef100_UPI000E31A7B2, UniRef:UniRef50_UPI0018663920, UniRef:UniRef90_UPI000E31A7B2
pQG1rel08_contig_1	169506	169778	-	pQG1rel08_00845	10.7	9.6		
pQG1rel08_contig_1	186912	187076	+	pQG1rel08_00920	6.2	7.7		
pQG1rel08_contig_1	195054	195146	+	pQG1rel08_00975	3.4	5.8		
pQG1rel08_contig_1	207453	207575	-	pQG1rel08_01040	4.4	11.0		
pQG1rel08_contig_1	242084	242725	-	pQG1rel08_01240	23.7	5.3		RefSeq:WP_116827331.1, SO:0001217, UniParc:UPI000E3153E2, UniRef:UniRef100_UPI000E3153E2, UniRef:UniRef50_UPI001B33B216, UniRef:UniRef90_UPI000E3153E2
pQG1rel08_contig_1	243122	243457	-	pQG1rel08_01245	12.6	4.5		
