#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG1rel01_contig_1	39466	39624	+	pQG1rel01_00200	6.1	5.9		
pQG1rel01_contig_1	50861	50986	-	pQG1rel01_00275	4.3	5.5		
pQG1rel01_contig_1	110876	111085	-	pQG1rel01_00550	6.9	4.5		
pQG1rel01_contig_1	112316	112453	+	pQG1rel01_00565	4.8	6.0		
pQG1rel01_contig_1	114036	114191	+	pQG1rel01_00590	5.7	4.5		RefSeq:WP_234288219.1, SO:0001217, UniParc:UPI001F17EDEF, UniRef:UniRef100_UPI001F17EDEF, UniRef:UniRef50_UPI001F17EDEF, UniRef:UniRef90_UPI001F17EDEF
pQG1rel01_contig_1	138749	139159	-	pQG1rel01_00710	14.9	4.8		
pQG1rel01_contig_1	161078	161272	-	pQG1rel01_00825	6.6	4.5		
pQG1rel01_contig_1	186916	187149	+	pQG1rel01_00980	8.4	6.0		RefSeq:WP_193069103.1, SO:0001217, UniParc:UPI0018676085, UniRef:UniRef100_UPI0018676085, UniRef:UniRef50_UPI0018676085, UniRef:UniRef90_UPI0018676085
pQG1rel01_contig_1	208434	208862	-	pQG1rel01_01120	15.8	4.4		RefSeq:WP_193069118.1, SO:0001217, UniParc:UPI00186696EF, UniRef:UniRef100_UPI00186696EF, UniRef:UniRef50_UPI00186696EF, UniRef:UniRef90_UPI00186696EF
pQG1rel01_contig_1	208889	209524	-	pQG1rel01_01125	22.4	6.0		SO:0001217, UniRef:UniRef50_UPI0003027605, UniRef:UniRef90_UPI0003027605
pQG1rel01_contig_1	209909	210226	-	pQG1rel01_01135	12.0	9.7		RefSeq:WP_193069121.1, SO:0001217, UniParc:UPI00186740E3, UniRef:UniRef100_UPI00186740E3, UniRef:UniRef50_A0A166QN72, UniRef:UniRef90_UPI00186740E3
pQG1rel01_contig_1	210657	210866	+	pQG1rel01_01140	6.9	4.5		
pQG1rel01_contig_1	217024	217119	-	pQG1rel01_01175	3.5	10.8		
pQG1rel01_contig_1	247069	247242	-	pQG1rel01_01355	6.4	9.2		
pQG1rel01_contig_1	265352	265540	+	pQG1rel01_01460	6.6	8.8		
pQG1rel01_contig_1	273671	273856	+	pQG1rel01_01535	6.7	8.1		RefSeq:WP_193068968.1, SO:0001217, UniParc:UPI001867877B, UniRef:UniRef100_UPI001867877B, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_UPI001867877B
pQG1rel01_contig_1	276404	276565	-	pQG1rel01_01560	5.7	5.8		RefSeq:WP_193068971.1, SO:0001217, UniParc:UPI00186823AD, UniRef:UniRef100_UPI00186823AD, UniRef:UniRef50_UPI00186823AD, UniRef:UniRef90_UPI00186823AD
pQG1rel01_contig_1	284823	284981	-	pQG1rel01_01630	5.9	11.3		RefSeq:WP_193068978.1, SO:0001217, UniParc:UPI001865CA54, UniRef:UniRef100_UPI001865CA54, UniRef:UniRef50_UPI001865CA54, UniRef:UniRef90_UPI001865CA54
pQG1rel01_contig_1	295680	296009	+	pQG1rel01_01730	12.0	4.7		RefSeq:WP_193068987.1, SO:0001217, UniParc:UPI0002FAFB62, UniRef:UniRef100_UPI0002FAFB62, UniRef:UniRef50_UPI0002FAFB62, UniRef:UniRef90_UPI0002FAFB62
pQG1rel01_contig_1	296006	296095	+	pQG1rel01_01735	3.3	8.1		
pQG1rel01_contig_1	310615	310728	+	pQG1rel01_01860	4.3	6.5		
pQG1rel01_contig_1	399212	399490	-	pQG1rel01_02535	10.1	10.8		
