# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQBR51_contig_1	cds	1	1191	+	PQBR51_00005	trfA	TrfA protein	SO:0001217, UniRef:UniRef50_A0A0G4E452, UniRef:UniRef90_A0A0G4E452
pQBR51_contig_1	cds	1188	1778	-	PQBR51_00010		DUF882 domain-containing protein	SO:0001217, UniParc:UPI0006566E28, UniRef:UniRef100_A0A0G4E3Y3, UniRef:UniRef50_A0A0G4E3Y3, UniRef:UniRef90_A0A0G4E3Y3
pQBR51_contig_1	cds	2168	3673	+	PQBR51_00015		DNA (cytosine-5-)-methyltransferase	RefSeq:WP_192963183.1, SO:0001217, UniParc:UPI000654D252, UniRef:UniRef100_A0A0G4E4U9, UniRef:UniRef50_A0A2E7E530, UniRef:UniRef90_A0A0G4E4U9
pQBR51_contig_1	cds	3810	4052	+	PQBR51_00020		Lipoprotein	RefSeq:WP_192963184.1, SO:0001217, UniParc:UPI000655F5BB, UniRef:UniRef100_A0A0G4E4N8, UniRef:UniRef50_A0A0Q6YWB5, UniRef:UniRef90_A0A0G4E4N8
pQBR51_contig_1	cds	4207	4572	+	PQBR51_00025	ratA	Ribosome association toxin RatA	RefSeq:WP_192963185.1, SO:0001217, UniParc:UPI000654E86D, UniRef:UniRef100_A0A0G4E459, UniRef:UniRef50_A0A4Q3NNV2, UniRef:UniRef90_A0A0G4E459
pQBR51_contig_1	cds	4696	5208	+	PQBR51_00030		DUF3085 domain-containing protein	RefSeq:WP_192963186.1, SO:0001217, UniParc:UPI00065525C4, UniRef:UniRef100_A0A0G4E3Y8, UniRef:UniRef50_A0A0G4E3Y8, UniRef:UniRef90_A0A0G4E3Y8
pQBR51_contig_1	cds	5350	5646	+	PQBR51_00035		Monooxygenase	SO:0001217, UniRef:UniRef50_A0A0Q6Z6E8
pQBR51_contig_1	cds	5784	6032	+	PQBR51_00040		DUF2790 domain-containing protein	RefSeq:WP_192963187.1, SO:0001217, UniParc:UPI0006565A14, UniRef:UniRef100_A0A0G4E4V4, UniRef:UniRef50_A0A0Q6ZDQ9, UniRef:UniRef90_A0A0G4E4V4
pQBR51_contig_1	cds	6043	6570	+	PQBR51_00045		DUF4065 domain-containing protein	RefSeq:WP_192963188.1, SO:0001217, UniParc:UPI00065583BA, UniRef:UniRef100_A0A0G4E4P3, UniRef:UniRef50_A0A1L7NNM6, UniRef:UniRef90_A0A0G4E4P3
pQBR51_contig_1	cds	6794	7057	+	PQBR51_00050		Iron transporter	RefSeq:WP_192963189.1, SO:0001217, UniParc:UPI000655D9EF, UniRef:UniRef100_A0A0G4E464, UniRef:UniRef50_A0A7V8EG51, UniRef:UniRef90_A0A0G4E464
pQBR51_contig_1	cds	7167	7610	+	PQBR51_00055		Transcriptional regulator	RefSeq:WP_192963190.1, SO:0001217, UniParc:UPI0006564B61, UniRef:UniRef100_A0A0G4E3Z3, UniRef:UniRef50_A0A0G4E3Z3, UniRef:UniRef90_A0A0G4E3Z3
pQBR51_contig_1	cds	7934	8581	+	PQBR51_00060		Transposase	RefSeq:WP_192963191.1, SO:0001217, UniParc:UPI000656019B, UniRef:UniRef100_A0A0G4E4V9, UniRef:UniRef50_A0A1L7NNP9, UniRef:UniRef90_A0A0G4E4V9
pQBR51_contig_1	cds	8664	9707	+	PQBR51_00065	csgG	Curli production assembly/transport component CsgG	SO:0001217, UniRef:UniRef50_A0A0Q6ZA80, UniRef:UniRef90_A0A0G4E4P7
pQBR51_contig_1	cds	9783	10397	+	PQBR51_00070		UPF0246 protein	KEGG:K09898, RefSeq:WP_192963193.1, SO:0001217, UniParc:UPI00065574A3, UniRef:UniRef100_A0A0G4E3Z7, UniRef:UniRef50_A0A7V8J420, UniRef:UniRef90_A0A0G4E3Z7
pQBR51_contig_1	cds	10470	10787	+	PQBR51_00075		Transposase	RefSeq:WP_192963194.1, SO:0001217, UniParc:UPI00065574CD, UniRef:UniRef100_A0A0G4E3Y9, UniRef:UniRef50_A0A0G4E3Y9, UniRef:UniRef90_A0A0G4E3Y9
pQBR51_contig_1	cds	10856	11953	+	PQBR51_00080		Sel1 repeat family protein	RefSeq:WP_192963195.1, SO:0001217, UniParc:UPI0006555AFA, UniRef:UniRef100_A0A0G4E4W3, UniRef:UniRef50_A0A1L7NNL9, UniRef:UniRef90_A0A0G4E4W3
pQBR51_contig_1	cds	12002	12376	+	PQBR51_00085	pilG	Twitching motility protein PilG	RefSeq:WP_192963196.1, SO:0001217, UniParc:UPI000655FB74, UniRef:UniRef100_A0A0G4E4Q0, UniRef:UniRef50_A0A6I1WZ34, UniRef:UniRef90_A0A0G4E4Q0
pQBR51_contig_1	cds	12381	12965	+	PQBR51_00090		DUF4365 domain-containing protein	RefSeq:WP_192963197.1, SO:0001217, UniParc:UPI00065607A1, UniRef:UniRef100_A0A0G4E474, UniRef:UniRef50_A0A1L7NNM2, UniRef:UniRef90_A0A0G4E474
