#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG1rel02_contig_1	2003	2200	-	pQG1rel02_00010	7.5	6.1		
pQG1rel02_contig_1	5647	5739	+	pQG1rel02_00055	3.1	8.5		
pQG1rel02_contig_1	43643	43861	+	pQG1rel02_00240	8.2	8.2		
pQG1rel02_contig_1	119449	119727	-	pQG1rel02_00595	10.3	9.8		
pQG1rel02_contig_1	123347	123481	+	pQG1rel02_00625	4.6	9.7		
pQG1rel02_contig_1	130104	130373	+	pQG1rel02_00655	10.3	7.9		RefSeq:WP_192936009.1, SO:0001217, UniParc:UPI0018659612, UniRef:UniRef100_UPI0018659612, UniRef:UniRef50_A0A0G4E4U7, UniRef:UniRef90_UPI0018659612
pQG1rel02_contig_1	137197	137712	+	pQG1rel02_00690	18.4	4.7	PF00072.27|Response_reg	PFAM:PF00072.27
pQG1rel02_contig_1	146508	146792	+	pQG1rel02_00735	10.9	7.8		
pQG1rel02_contig_1	167565	167801	+	pQG1rel02_00865	8.4	10.0		
pQG1rel02_contig_1	169638	169829	+	pQG1rel02_00875	7.0	6.5		
pQG1rel02_contig_1	184509	184688	+	pQG1rel02_00995	6.6	5.2		
pQG1rel02_contig_1	188021	188191	+	pQG1rel02_01020	6.2	9.4		
pQG1rel02_contig_1	194453	194695	+	pQG1rel02_01060	8.8	8.7		
pQG1rel02_contig_1	204334	204609	-	pQG1rel02_01100	10.0	9.7		
pQG1rel02_contig_1	206644	206862	+	pQG1rel02_01120	7.9	9.1		
pQG1rel02_contig_1	208464	208646	-	pQG1rel02_01135	6.4	6.7		
pQG1rel02_contig_1	210247	210639	-	pQG1rel02_01150	14.1	11.6		
pQG1rel02_contig_1	217917	218027	-	pQG1rel02_01180	3.7	6.5		
pQG1rel02_contig_1	222146	222433	-	pQG1rel02_01205	9.9	5.7		SO:0001217, UniParc:UPI000F3D3663, UniRef:UniRef100_A0A3M3DP43, UniRef:UniRef50_A0A3M3DP43, UniRef:UniRef90_A0A3M3DP43
pQG1rel02_contig_1	254688	254840	-	pQG1rel02_01395	5.4	6.5		
pQG1rel02_contig_1	272317	272547	+	pQG1rel02_01495	8.2	9.3		
pQG1rel02_contig_1	276705	276842	+	pQG1rel02_01535	4.7	6.0		
pQG1rel02_contig_1	277938	278627	-	pQG1rel02_01550	25.1	10.9		SO:0001217, UniRef:UniRef50_A0A3M3DQ49, UniRef:UniRef90_A0A3M3DQ49
pQG1rel02_contig_1	280984	281169	+	pQG1rel02_01580	6.6	9.4		SO:0001217, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_A0A3M3DPV0
pQG1rel02_contig_1	285419	285820	+	pQG1rel02_01620	15.0	7.9	PF08719.14|NADAR	PFAM:PF08719.14
pQG1rel02_contig_1	335882	336028	+	pQG1rel02_02015	5.2	5.8		SO:0001217, UniRef:UniRef50_A0A3M3DSJ8, UniRef:UniRef90_A0A3M3DSJ8
pQG1rel02_contig_1	339706	339855	+	pQG1rel02_02040	5.1	4.7		
pQG1rel02_contig_1	357051	357287	-	pQG1rel02_02140	8.4	10.0		
pQG1rel02_contig_1	373593	373946	-	pQG1rel02_02245	12.5	5.6		
