# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
pQG1rel02_contig_1	cds	1	1074	+	pQG1rel02_00005		Replication protein	SO:0001217, UniRef:UniRef50_A0A3M3DPG4, UniRef:UniRef90_A0A3M3DPG4
pQG1rel02_contig_1	cds	2003	2200	-	pQG1rel02_00010		hypothetical protein	
pQG1rel02_contig_1	cds	2400	2546	+	pQG1rel02_00015		Conserved membrane protein	SO:0001217, UniRef:UniRef50_A0A3M3DQD4, UniRef:UniRef90_A0A3M3DQD4
pQG1rel02_contig_1	cds	2546	2953	+	pQG1rel02_00020		Phage protein	RefSeq:WP_007250526.1, SO:0001217, UniParc:UPI0002094E7B, UniRef:UniRef100_A0A8T8CAV7, UniRef:UniRef50_A0A1D3K7H8, UniRef:UniRef90_A0A8T8CAV7
pQG1rel02_contig_1	cds	2953	3282	+	pQG1rel02_00025		ATPase	RefSeq:WP_007250525.1, SO:0001217, UniParc:UPI0002094E7A, UniRef:UniRef100_A0A8T8CAK9, UniRef:UniRef50_A4V7E4, UniRef:UniRef90_A0A8T8CAK9
pQG1rel02_contig_1	cds	3279	3557	-	pQG1rel02_00030		DUF5598 domain-containing protein	SO:0001217, UniParc:UPI0002094E79, UniRef:UniRef100_A0A8T8CAP7, UniRef:UniRef50_A0A3M3DPP4, UniRef:UniRef90_A0A3M3DPP4
pQG1rel02_contig_1	cds	3715	4110	+	pQG1rel02_00035		Response regulator	RefSeq:WP_007250523.1, SO:0001217, UniParc:UPI0002094E78, UniRef:UniRef100_A0A8T8CAR9, UniRef:UniRef50_A0A3M3DQF6, UniRef:UniRef90_A0A3M3DQF6
pQG1rel02_contig_1	cds	4119	4751	+	pQG1rel02_00040		Lipoprotein	RefSeq:WP_138936839.1, SO:0001217, UniParc:UPI0002E657F3, UniRef:UniRef100_A0A8T8CBR0, UniRef:UniRef50_A4V7E6, UniRef:UniRef90_A4V7E6
pQG1rel02_contig_1	cds	4748	5095	+	pQG1rel02_00045		Conserved domain protein	RefSeq:WP_007250521.1, SO:0001217, UniParc:UPI0002094E76, UniRef:UniRef100_A0A8T8CBH8, UniRef:UniRef50_A0A0C2S1G5, UniRef:UniRef90_A4V7E7
pQG1rel02_contig_1	cds	5106	5573	+	pQG1rel02_00050		Conserved domain protein	RefSeq:WP_007250520.1, SO:0001217, UniParc:UPI0002094E75, UniRef:UniRef100_A0A8T8CAI4, UniRef:UniRef50_A0A0C2MQG6, UniRef:UniRef90_A0A3M3DP95
