#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG3rel06_contig_1	4054	4227	+	pQG3rel06_00020	6.3	8.7		
pQG3rel06_contig_1	4482	4721	+	pQG3rel06_00030	8.7	5.5		
pQG3rel06_contig_1	4818	4991	+	pQG3rel06_00035	6.1	10.0		
pQG3rel06_contig_1	5092	5421	+	pQG3rel06_00040	11.2	6.5		
pQG3rel06_contig_1	9294	9521	+	pQG3rel06_00080	8.5	8.0		
pQG3rel06_contig_1	10594	10830	-	pQG3rel06_00090	8.4	8.2		SO:0001217, UniRef:UniRef50_UPI0006CC216C, UniRef:UniRef90_UPI0006CC216C
pQG3rel06_contig_1	30908	31228	-	pQG3rel06_00205	11.6	9.5		
pQG3rel06_contig_1	39704	39985	-	pQG3rel06_00245	10.4	9.4		
pQG3rel06_contig_1	42332	42760	-	pQG3rel06_00275	16.6	8.6		SO:0001217, UniRef:UniRef50_UPI001B32EB1B, UniRef:UniRef90_UPI001B32EB1B
pQG3rel06_contig_1	44140	44403	-	pQG3rel06_00290	9.8	6.2		
pQG3rel06_contig_1	46426	46707	-	pQG3rel06_00310	10.0	4.5		
pQG3rel06_contig_1	46848	47033	+	pQG3rel06_00315	7.0	6.0		
pQG3rel06_contig_1	58159	58413	-	pQG3rel06_00375	9.6	6.1		
pQG3rel06_contig_1	65182	65826	+	pQG3rel06_00425	24.2	4.6		
pQG3rel06_contig_1	65813	66130	+	pQG3rel06_00430	12.4	5.9		
pQG3rel06_contig_1	75432	75701	+	pQG3rel06_00490	9.6	4.9		
pQG3rel06_contig_1	77807	78241	+	pQG3rel06_00510	15.9	5.2		
pQG3rel06_contig_1	78228	78968	+	pQG3rel06_00515	26.7	5.4		
pQG3rel06_contig_1	80315	80746	+	pQG3rel06_00525	16.3	9.4		
pQG3rel06_contig_1	80736	81452	+	pQG3rel06_00530	25.8	6.1		
pQG3rel06_contig_1	97597	97689	-	pQG3rel06_00585	3.2	8.5		
pQG3rel06_contig_1	99643	100017	+	pQG3rel06_00600	13.9	6.7		
pQG3rel06_contig_1	132540	132773	+	pQG3rel06_00740	8.1	9.8		
pQG3rel06_contig_1	145521	147119	+	pQG3rel06_00820	60.7	5.5		SO:0001217, UniRef:UniRef50_UPI001B345690, UniRef:UniRef90_UPI001B345690
pQG3rel06_contig_1	148488	149006	+	pQG3rel06_00835	19.9	5.2		
pQG3rel06_contig_1	151068	151496	+	pQG3rel06_00855	16.0	5.9		
pQG3rel06_contig_1	151565	151900	+	pQG3rel06_00860	11.6	5.3		
pQG3rel06_contig_1	152625	152798	+	pQG3rel06_00875	6.2	8.4		RefSeq:WP_158558405.1, SO:0001217, UniParc:UPI000E3B1FF1, UniRef:UniRef100_UPI000E3B1FF1, UniRef:UniRef50_UPI001472CF67, UniRef:UniRef90_UPI000E3B1FF1
pQG3rel06_contig_1	153745	153939	+	pQG3rel06_00890	6.9	10.5		RefSeq:WP_115987275.1, SO:0001217, UniParc:UPI000E24E372, UniRef:UniRef100_UPI000E24E372, UniRef:UniRef50_UPI001CBFBA23, UniRef:UniRef90_UPI000E24E372
pQG3rel06_contig_1	154538	154741	+	pQG3rel06_00905	7.2	4.5		RefSeq:WP_115987278.1, SO:0001217, UniParc:UPI000E27F5ED, UniRef:UniRef100_UPI000E27F5ED, UniRef:UniRef50_UPI000E27F5ED, UniRef:UniRef90_UPI000E27F5ED
pQG3rel06_contig_1	155322	155849	+	pQG3rel06_00920	19.0	8.5		RefSeq:WP_147303391.1, SO:0001217, UniParc:UPI0011C08213, UniRef:UniRef100_UPI0011C08213, UniRef:UniRef50_UPI0011C08213, UniRef:UniRef90_UPI0011C08213
pQG3rel06_contig_1	156071	156283	+	pQG3rel06_00925	7.5	4.9		SO:0001217, UniRef:UniRef50_UPI0006CD7ABC, UniRef:UniRef90_UPI0006CD7ABC
pQG3rel06_contig_1	157409	157732	+	pQG3rel06_00945	11.8	4.7		RefSeq:WP_115987284.1, SO:0001217, UniParc:UPI000E276349, UniRef:UniRef100_UPI000E276349, UniRef:UniRef50_UPI000E276349, UniRef:UniRef90_UPI000E276349
pQG3rel06_contig_1	157786	158130	+	pQG3rel06_00950	12.2	7.7		
pQG3rel06_contig_1	162486	162737	-	pQG3rel06_00985	9.5	5.0		
pQG3rel06_contig_1	164744	165385	+	pQG3rel06_01000	23.3	9.2		SO:0001217, UniRef:UniRef50_UPI001B33F2F5, UniRef:UniRef90_UPI001B33F2F5
pQG3rel06_contig_1	171692	171871	+	pQG3rel06_01045	6.7	8.8		
pQG3rel06_contig_1	173769	174239	+	pQG3rel06_01060	17.0	9.3		
pQG3rel06_contig_1	179007	179207	-	pQG3rel06_01100	7.2	8.7		
pQG3rel06_contig_1	183520	183654	-	pQG3rel06_01120	5.0	6.5		
pQG3rel06_contig_1	184398	184838	+	pQG3rel06_01135	15.8	4.8		SO:0001217, UniRef:UniRef50_UPI001B322BF6, UniRef:UniRef90_UPI001B322BF6
pQG3rel06_contig_1	186627	186941	+	pQG3rel06_01165	11.9	8.9		
pQG3rel06_contig_1	187032	187199	+	pQG3rel06_01170	6.3	6.5		
pQG3rel06_contig_1	187218	187508	+	pQG3rel06_01175	10.9	6.1		
pQG3rel06_contig_1	188655	189044	+	pQG3rel06_01190	14.1	6.7		
